facilityType,seNumber,sectionUid,sectionName,dataElementUid,dataElementCode,dhis2DataElementCode,dhis2DataElementName,sortOrder,active
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.1.5,,,2895,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.1.6,,,2896,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.1.7,,,2897,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.1,,,2898,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.2,,,2899,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.3,,,2900,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.4,,,2901,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.5,,,2902,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.6,,,2903,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.7,,,2904,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.8,,,2905,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.2.9,,,2906,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.3.1,,,2907,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.3.2,,,2908,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.3.3,,,2909,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.3.4,,,2910,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.3.5,,,2911,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.3.6,,,2912,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.4.1,,,2913,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.4.2,,,2914,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.4.3,,,2915,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.5.1,,,2916,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.5.2,,,2917,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.5.3,,,2918,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.3.5.4,,,2919,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.1,,,2920,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.2,,,2921,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.3,,,2922,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.4,,,2923,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.5,,,2924,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.6,,,2925,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.7,,,2926,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.8,,,2927,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.9,,,2928,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.10,,,2929,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.1.11,,,2930,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.1,,,2931,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.2,,,2932,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.3,,,2933,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.4,,,2934,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.5,,,2935,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.6,,,2936,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.7,,,2937,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.8,,,2938,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.9,,,2939,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.10,,,2940,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.11,,,2941,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.12,,,2942,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.13,,,2943,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.4.2.14,,,2944,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.1,,,2945,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.2,,,2946,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.3,,,2947,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.4,,,2948,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.5,,,2949,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.6,,,2950,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.7,,,2951,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.8,,,2952,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.5.1.9,,,2953,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.1,,,2954,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.2,,,2955,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.3,,,2956,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.4,,,2957,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.5,,,2958,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.6,,,2959,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.1.7,,,2960,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.2.1,,,2961,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.2.2,,,2962,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.2.3,,,2963,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.6.2.4,,,2964,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.1.1,,,2965,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.1.2,,,2966,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.1.3,,,2967,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.1.4,,,2968,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.1.5,,,2969,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.2.1,,,2970,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.2.2,,,2971,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.2.3,,,2972,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.2.4,,,2973,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.3.1,,,2974,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.3.2,,,2975,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.3.3,,,2976,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.3.4,,,2977,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.3.5,,,2978,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.3.6,,,2979,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.1,,,2980,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.2,,,2981,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.3,,,2982,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.4,,,2983,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.5,,,2984,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.6,,,2985,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.7.4.7,,,2986,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.8.1.1,,,2987,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.8.1.2,,,2988,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.8.1.3,,,2989,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.8.1.4,,,2990,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.8.1.5,,,2991,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.8.1.6,,,2992,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.9.1.1,,,2993,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.9.1.2,,,2994,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.9.1.3,,,2995,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.9.1.4,,,2996,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.9.1.5,,,2997,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.1,,,2998,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.2,,,2999,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.3,,,3000,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.4,,,3001,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.5,,,3002,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.6,,,3003,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.10.1.7,,,3004,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.1,,,3005,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.2,,,3006,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.3,,,3007,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.4,,,3008,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.5,,,3009,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.6,,,3010,TRUE
HOSPITAL,40,,Psychiatric Child and Family Care,,40.11.1.7,,,3011,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.1.1,,,3012,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.1.2,,,3013,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.1.3,,,3014,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.1.4,,,3015,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.1.5,,,3016,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.1.6,,,3017,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.2.1,,,3018,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.2.2,,,3019,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.2.3,,,3020,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.1.2.4,,,3021,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.1,,,3022,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.2,,,3023,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.3,,,3024,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.4,,,3025,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.5,,,3026,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.6,,,3027,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.7,,,3028,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.8,,,3029,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.1.9,,,3030,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.2.1,,,3031,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.2.2,,,3032,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.2.3,,,3033,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.2.2.4,,,3034,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.1,,,3035,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.2,,,3036,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.3,,,3037,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.4,,,3038,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.5,,,3039,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.6,,,3040,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.7,,,3041,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.8,,,3042,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.9,,,3043,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.1.10,,,3044,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.2.1,,,3045,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.2.2,,,3046,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.2.3,,,3047,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.2.4,,,3048,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.1,,,3049,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.2,,,3050,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.3,,,3051,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.4,,,3052,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.5,,,3053,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.6,,,3054,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.7,,,3055,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.8,,,3056,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.9,,,3057,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.3.3.10,,,3058,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.1.1,,,3059,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.1.2,,,3060,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.1.3,,,3061,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.1.4,,,3062,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.1.5,,,3063,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.1,,,3064,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.2,,,3065,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.3,,,3066,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.4,,,3067,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.5,,,3068,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.6,,,3069,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.2.7,,,3070,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.3.1,,,3071,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.3.2,,,3072,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.3.3,,,3073,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.3.4,,,3074,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.3.5,,,3075,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.3.6,,,3076,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.4.1,,,3077,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.4.2,,,3078,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.4.3,,,3079,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.4.4.4,,,3080,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.5.1.1,,,3081,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.5.1.2,,,3082,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.5.1.3,,,3083,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.5.1.4,,,3084,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.5.1.5,,,3085,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.5.1.6,,,3086,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.6.1.1,,,3087,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.6.1.2,,,3088,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.6.1.3,,,3089,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.6.1.4,,,3090,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.6.1.5,,,3091,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.1,,,3092,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.2,,,3093,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.3,,,3094,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.4,,,3095,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.5,,,3096,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.6,,,3097,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.7.1.7,,,3098,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.8.1.1,,,3099,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.8.1.2,,,3100,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.8.1.3,,,3101,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.8.1.4,,,3102,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.8.1.5,,,3103,TRUE
HOSPITAL,41,,Psychiatric Electro-Convulsive Therapy Care,,41.8.1.6,,,3104,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.1.1,,,3105,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.1.2,,,3106,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.1.3,,,3107,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.1.4,,,3108,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.2.1,,,3109,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.2.2,,,3110,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.2.3,,,3111,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.2.4,,,3112,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.2.5,,,3113,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.1,,,3114,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.2,,,3115,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.3,,,3116,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.4,,,3117,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.5,,,3118,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.6,,,3119,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.7,,,3120,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.8,,,3121,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.1.3.9,,,3122,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.1.1,,,3123,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.1.2,,,3124,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.1.3,,,3125,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.1.4,,,3126,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.1.5,,,3127,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.1,,,3128,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.2,,,3129,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.3,,,3130,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.4,,,3131,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.5,,,3132,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.6,,,3133,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.7,,,3134,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.8,,,3135,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.9,,,3136,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.10,,,3137,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.11,,,3138,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.12,,,3139,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.13,,,3140,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.2.14,,,3141,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.3.1,,,3142,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.3.2,,,3143,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.3.3,,,3144,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.3.4,,,3145,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.3.5,,,3146,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.4.1,,,3147,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.4.2,,,3148,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.4.3,,,3149,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.2.4.4,,,3150,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.1,,,3151,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.2,,,3152,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.3,,,3153,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.4,,,3154,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.5,,,3155,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.6,,,3156,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.1.7,,,3157,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.1,,,3158,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.2,,,3159,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.3,,,3160,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.4,,,3161,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.5,,,3162,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.6,,,3163,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.7,,,3164,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.8,,,3165,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.2.9,,,3166,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.3.1,,,3167,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.3.2,,,3168,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.3.3,,,3169,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.3.4,,,3170,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.3.5,,,3171,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.3.6,,,3172,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.4.1,,,3173,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.4.2,,,3174,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.4.3,,,3175,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.4.4,,,3176,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.4.5,,,3177,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.4.6,,,3178,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.5.1,,,3179,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.5.2,,,3180,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.5.3,,,3181,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.6.1,,,3182,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.6.2,,,3183,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.6.3,,,3184,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.6.4,,,3185,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.6.5,,,3186,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.3.6.6,,,3187,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.1,,,3188,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.2,,,3189,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.3,,,3190,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.4,,,3191,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.5,,,3192,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.6,,,3193,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.7,,,3194,TRUE
HOSPITAL,42,,Psychiatric Forensic Service,,42.4.1.8,,,3195,TRUE
