facilityType,sourceCriterionCode,sourceDescription,linkType,targetCriterionCode,sortOrder,scoringWeight,includeInTooltip,active
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,20.3.2.1,15,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,21.6.1.1,16,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,22.12.1.1,17,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,23.10.1.1,18,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,24.12.1.1,19,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,25.3.1.1,20,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,26.6.1.1,21,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,27.4.1.1,22,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,28.5.1.1,23,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,29.4.1.1,24,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,30.4.1.1,25,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,31.5.1.1,26,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,32.6.1.1,27,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,33.6.1.1,28,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,34.6.1.1,29,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,35.6.1.1,30,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,36.6.1.1,31,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,37.6.1.1,32,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,38.4.1.1,33,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,38.4.2.1,34,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,5.6.1.1,35,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,8.1.1.1,36,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,8.1.1.4,37,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,linked_criteria,9.4.1.1,38,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,1.2.7.3,1,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,1.3.1.8,2,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,10.10.1.1,3,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,11.10.1.1,4,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,12.10.1.1,5,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,13.10.1.1,6,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,14.10.1.1,7,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,15.11.1.1,8,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,16.10.1.1,9,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,17.6.1.1,10,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,18.5.1.1,11,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,19.3.1.1,12,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,20.3.1.1,13,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,20.3.2.1,14,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,21.6.1.1,15,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,22.12.1.1,16,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,23.10.1.1,17,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,24.12.1.1,18,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,25.3.1.1,19,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,26.6.1.1,20,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,27.4.1.1,21,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,28.5.1.1,22,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,29.4.1.1,23,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,30.4.1.1,24,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,31.5.1.1,25,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,32.6.1.1,26,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,33.6.1.1,27,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,34.6.1.1,28,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,35.6.1.1,29,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,36.6.1.1,30,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,37.6.1.1,31,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,38.6.1.1,32,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,38.9.1.5,33,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,6.3.1.5,34,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,8.1.1.1,35,1,TRUE,TRUE
HOSPITAL,8.2.2.1,Management and all departments identify key measures to monitor quality assurance and improvement processes,root,9.4.1.1,36,1,TRUE,TRUE
HOSPITAL,8.2.2.4,The results of monitoring are communicated to the leaders and governance structure of the organisation,linked_criteria,1.1.1.8-G,1,1,TRUE,TRUE
HOSPITAL,8.2.2.4,The results of monitoring are communicated to the leaders and governance structure of the organisation,linked_criteria,8.1.1.6,2,1,TRUE,TRUE
HOSPITAL,8.2.2.4,The results of monitoring are communicated to the leaders and governance structure of the organisation,root,1.1.1.8,1,1,TRUE,TRUE
HOSPITAL,8.2.2.4,The results of monitoring are communicated to the leaders and governance structure of the organisation,root,8.1.1.6,2,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,6.1.1.1,1,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,6.3.1.2,2,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,7.1.1.7,3,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,7.2.6.4,4,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,8.2.1.4-G,5,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,root,6.1.1.1,1,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,root,6.3.1.2,2,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,root,6.3.1.5,3,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,root,7.1.1.7,4,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,root,7.2.6.4,5,1,TRUE,TRUE
HOSPITAL,8.3.1.1,Clinical monitoring data are used to monitor and evaluate the effectiveness of improvements,root,8.2.1.4,6,1,TRUE,TRUE
HOSPITAL,8.3.1.2,Managerial data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,6.1.1.1,1,1,TRUE,TRUE
HOSPITAL,8.3.1.2,Managerial data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,6.3.1.2,2,1,TRUE,TRUE
HOSPITAL,8.3.1.2,Managerial data are used to monitor and evaluate the effectiveness of improvements,linked_criteria,7.1.1.7,3,1,TRUE,TRUE
HOSPITAL,8.3.1.4,"Comparisons are made with similar organisations, when possible",linked_criteria,6.3.2.3,1,1,TRUE,TRUE
HOSPITAL,8.3.1.4,"Comparisons are made with similar organisations, when possible",root,6.3.2.3,1,1,TRUE,TRUE
HOSPITAL,9.1.1.1,There is a process to reduce the risk of health care associated (nosocomial) inf ections to patients and healthcare workers,linked_criteria,7.1.1.7,1,1,TRUE,TRUE
HOSPITAL,9.1.1.1,There is a process to reduce the risk of health care associated (nosocomial) inf ections to patients and healthcare workers,root,1.2.6.1,1,1,TRUE,TRUE
HOSPITAL,9.1.1.1,There is a process to reduce the risk of health care associated (nosocomial) inf ections to patients and healthcare workers,root,9.1.1.4,2,1,TRUE,TRUE
HOSPITAL,9.1.1.4,"All patient, staff and visitor areas of the organisation are included in the infection control processes",linked_criteria,9.1.1.1,1,1,TRUE,TRUE
HOSPITAL,9.1.1.4,"All patient, staff and visitor areas of the organisation are included in the infection control processes",root,32.7.1.1,1,1,TRUE,TRUE
HOSPITAL,9.1.1.5,Responsibility for coordinating the processes is assigned to one individual or a committee,linked_criteria,1.2.8.1,1,1,TRUE,TRUE
HOSPITAL,9.1.1.5,Responsibility for coordinating the processes is assigned to one individual or a committee,root,1.2.8.1,1,1,TRUE,TRUE
HOSPITAL,9.1.1.8,Information management systems support the infection control processes,linked_criteria,6.1.1.1,1,1,TRUE,TRUE
HOSPITAL,9.1.2.5,Risk reduction goals and measurable objectives are established and regularly reviewed,linked_criteria,1.2.2.4,1,1,TRUE,TRUE
HOSPITAL,9.1.2.5,Risk reduction goals and measurable objectives are established and regularly reviewed,root,1.2.2.4,1,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,10.12.1.1,1,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,11.12.1.1,2,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,12.12.1.1,3,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,13.12.1.1,4,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,14.12.1.1,5,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,15.12.1.1,6,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,16.12.1.1,7,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,17.8.1.1,8,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,18.7.1.1,9,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,19.5.1.1,10,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,20.5.1.1,11,1,TRUE,TRUE
HOSPITAL,9.2.1.1,The organisation has identified those processes associated with infection risk and implemented strategies to reduce such risk,linked_criteria,21.8.1.1,12,1,TRUE,TRUE
