facilityType,sourceCriterionCode,sourceDescription,linkType,targetCriterionCode,sortOrder,scoringWeight,includeInTooltip,active
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",linked_criteria,20.1.2.2-G,3,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",linked_criteria,20.6.1.1,4,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",linked_criteria,20.6.1.3,5,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",root,1.2.1.4,1,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",root,1.2.1.5,2,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",root,20.1.2.2,3,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",root,20.6.1.1,4,1,TRUE,TRUE
HOSPITAL,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented. 1 .2.1.4",root,20.6.1.3,5,1,TRUE,TRUE
HOSPITAL,20.2.2.2,A copy of the national rules relating to current Ionising Radiation regulations is available,linked_criteria,1.2.1.5-G,1,1,TRUE,TRUE
HOSPITAL,20.2.2.3,A copy of the most recent radiation safety report is held,linked_criteria,1.2.1.5-G,1,1,TRUE,TRUE
HOSPITAL,20.2.2.4,The organisation satisfies the statutory requirements under the Ionising Radiation regulations,linked_criteria,1.2.1.4-G,1,1,TRUE,TRUE
HOSPITAL,20.2.3.1,"Essential quantities of film, reagents and supplies are available",linked_criteria,1.3.1.5-G,1,1,TRUE,TRUE
HOSPITAL,20.2.3.1,"Essential quantities of film, reagents and supplies are available",linked_criteria,21.3.1.1-G,2,1,TRUE,TRUE
HOSPITAL,20.2.3.1,"Essential quantities of film, reagents and supplies are available",linked_criteria,3.3.1.2-G,3,1,TRUE,TRUE
HOSPITAL,20.2.3.1,"Essential quantities of film, reagents and supplies are available",root,1.3.1.5,1,1,TRUE,TRUE
HOSPITAL,20.2.3.1,"Essential quantities of film, reagents and supplies are available",root,3.3.1.2,2,1,TRUE,TRUE
HOSPITAL,20.2.3.2,"All film and reagents are stored and disposed of, according to guidelines",linked_criteria,1.2.7.2-G,1,1,TRUE,TRUE
HOSPITAL,20.2.3.2,"All film and reagents are stored and disposed of, according to guidelines",linked_criteria,20.6.1.1,2,1,TRUE,TRUE
HOSPITAL,20.2.3.2,"All film and reagents are stored and disposed of, according to guidelines",linked_criteria,7.7.1.1-G,3,1,TRUE,TRUE
HOSPITAL,20.2.3.2,"All film and reagents are stored and disposed of, according to guidelines",root,20.6.1.1,1,1,TRUE,TRUE
HOSPITAL,20.2.3.2,"All film and reagents are stored and disposed of, according to guidelines",root,7.7.1.1,2,1,TRUE,TRUE
HOSPITAL,20.3.1.1,There are formalised quality improvement processes for the service which has been developed and agreed upon by the personnel of the service,linked_criteria,20.2.1.4-G,1,1,TRUE,TRUE
HOSPITAL,20.3.1.1,There are formalised quality improvement processes for the service which has been developed and agreed upon by the personnel of the service,linked_criteria,8.2.2.1-G,2,1,TRUE,TRUE
HOSPITAL,20.3.1.2,Indicators of performance are identified to evaluate the quality of treatment and patient care,linked_criteria,20.2.1.4-G,1,1,TRUE,TRUE
HOSPITAL,20.3.1.2,Indicators of performance are identified to evaluate the quality of treatment and patient care,root,20.2.1.3,1,1,TRUE,TRUE
HOSPITAL,20.3.1.4,A documentation audit system is in place,linked_criteria,8.2.1.5-G,1,1,TRUE,TRUE
HOSPITAL,20.3.1.4,A documentation audit system is in place,root,8.2.1.5,1,1,TRUE,TRUE
HOSPITAL,20.3.2.1,There is a quality control process for the radiology and diagnostic imaging service and it is implemented,linked_criteria,1.3.1.8-G,1,1,TRUE,TRUE
HOSPITAL,20.3.2.1,There is a quality control process for the radiology and diagnostic imaging service and it is implemented,linked_criteria,8.2.2.1-G,2,1,TRUE,TRUE
HOSPITAL,20.3.2.1,There is a quality control process for the radiology and diagnostic imaging service and it is implemented,root,1.3.1.8,1,1,TRUE,TRUE
HOSPITAL,20.3.2.1,There is a quality control process for the radiology and diagnostic imaging service and it is implemented,root,8.2.2.1,2,1,TRUE,TRUE
HOSPITAL,20.3.2.6,Quality control includes documenting results and corrective actions,linked_criteria,20.3.2.6,1,1,TRUE,TRUE
HOSPITAL,20.3.2.6,Quality control includes documenting results and corrective actions,root,20.3.2.6,1,1,TRUE,TRUE
HOSPITAL,20.4.1.1,"There are processes, which support patient and family rights during care",linked_criteria,5.1.1.3-G,1,1,TRUE,TRUE
HOSPITAL,20.4.1.1,"There are processes, which support patient and family rights during care",root,18.6.1.1,1,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",linked_criteria,4.1.1.6-G,1,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",linked_criteria,5.2.1.1-G,2,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",root,4.1.1.6,1,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",root,5.2.1.1,2,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",root,5.2.1.2,3,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",root,5.2.1.3,4,1,TRUE,TRUE
HOSPITAL,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions. -3 6.1.2.1",root,6.1.2.1,5,1,TRUE,TRUE
HOSPITAL,20.4.1.3,The personnel respect the rights of patients and families to treatment and to refuse treatment,linked_criteria,5.4.1.1-G,1,1,TRUE,TRUE
HOSPITAL,20.4.1.3,The personnel respect the rights of patients and families to treatment and to refuse treatment,root,5.4.1.1,1,1,TRUE,TRUE
HOSPITAL,20.5.1.1,"The department identifies the procedures and processes associated with the risk of infection , and implements strategies to reduce risk",linked_criteria,9.2.1.1-G,1,1,TRUE,TRUE
HOSPITAL,20.5.1.1,"The department identifies the procedures and processes associated with the risk of infection , and implements strategies to reduce risk",root,9.2.1.1,1,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,linked_criteria,20.2.1.1-G,1,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,linked_criteria,20.2.2.1-G,2,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,linked_criteria,20.2.3.2-G,3,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,linked_criteria,7.1.1.1-G,4,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,root,20.2.1.1,1,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,root,20.2.2.1,2,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,root,20.2.3.2,3,1,TRUE,TRUE
HOSPITAL,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of organisational programme 20.2. 2.1,root,7.1.1.1,4,1,TRUE,TRUE
HOSPITAL,20.6.1.3,Dosimeter badges are worn and handled according to Ionising Radiation Regulations,linked_criteria,20.2.2.1-G,1,1,TRUE,TRUE
HOSPITAL,20.6.1.3,Dosimeter badges are worn and handled according to Ionising Radiation Regulations,root,20.2.2.1,1,1,TRUE,TRUE
HOSPITAL,20.6.1.4,A system for monitoring incidents/near misses/sentinel/adverse events is available and includes the documentation of interventions and responses to recorded incidents,linked_criteria,7.1.1.7-G,1,1,TRUE,TRUE
HOSPITAL,20.6.1.4,A system for monitoring incidents/near misses/sentinel/adverse events is available and includes the documentation of interventions and responses to recorded incidents,linked_criteria,7.2.6.4-G,2,1,TRUE,TRUE
HOSPITAL,20.6.1.4,A system for monitoring incidents/near misses/sentinel/adverse events is available and includes the documentation of interventions and responses to recorded incidents,root,13.13.1.2,1,1,TRUE,TRUE
HOSPITAL,20.6.1.4,A system for monitoring incidents/near misses/sentinel/adverse events is available and includes the documentation of interventions and responses to recorded incidents,root,7.2.6.4,2,1,TRUE,TRUE
HOSPITAL,20.6.1.5,"Security measures are in place and are implemented to ensure the safety of patients, personnel and visitors. 7.4.1.4",root,7.4.1.1,1,1,TRUE,TRUE
HOSPITAL,20.6.1.6,Fire safety measures are implemented,linked_criteria,7.5.1.1-G,1,1,TRUE,TRUE
HOSPITAL,20.6.1.6,Fire safety measures are implemented,root,16.13.1.4,1,1,TRUE,TRUE
HOSPITAL,20.6.1.7,"The organisation’s policy on handling, storing and disposing of healthcare waste is implemented",linked_criteria,7.7.1.1-G,1,1,TRUE,TRUE
HOSPITAL,20.6.1.7,"The organisation’s policy on handling, storing and disposing of healthcare waste is implemented",root,7.7.1.1,1,1,TRUE,TRUE
HOSPITAL,21.1.1.1,A registered pharmacist with clearly defined responsibilities and accountabilities is designated to manage all aspects of the pharmaceutical service,linked_criteria,1.3.1.1-G,1,1,TRUE,TRUE
HOSPITAL,21.1.1.1,A registered pharmacist with clearly defined responsibilities and accountabilities is designated to manage all aspects of the pharmaceutical service,linked_criteria,2.2.1.1-G,2,1,TRUE,TRUE
HOSPITAL,21.1.1.1,A registered pharmacist with clearly defined responsibilities and accountabilities is designated to manage all aspects of the pharmaceutical service,linked_criteria,2.5.1.1-G,3,1,TRUE,TRUE
HOSPITAL,21.1.1.1,A registered pharmacist with clearly defined responsibilities and accountabilities is designated to manage all aspects of the pharmaceutical service,root,1.3.1.1,1,1,TRUE,TRUE
HOSPITAL,21.1.1.2,A registered pharmacist is appointed to act in the absence of the manager,linked_criteria,1.3.1.1-G,1,1,TRUE,TRUE
HOSPITAL,21.1.1.2,A registered pharmacist is appointed to act in the absence of the manager,linked_criteria,2.2.1.1-G,2,1,TRUE,TRUE
HOSPITAL,21.1.1.2,A registered pharmacist is appointed to act in the absence of the manager,linked_criteria,2.5.1.1-G,3,1,TRUE,TRUE
HOSPITAL,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws and regulations, professional guidelines relating to the service",linked_criteria,1.2.1.4-G,1,1,TRUE,TRUE
HOSPITAL,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws and regulations, professional guidelines relating to the service",linked_criteria,1.2.6.1-G,2,1,TRUE,TRUE
HOSPITAL,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws and regulations, professional guidelines relating to the service",linked_criteria,2.3.1.1-G,3,1,TRUE,TRUE
HOSPITAL,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws and regulations, professional guidelines relating to the service",root,1.2.1.4,1,1,TRUE,TRUE
HOSPITAL,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws and regulations, professional guidelines relating to the service",root,1.2.6.1,2,1,TRUE,TRUE
HOSPITAL,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws and regulations, professional guidelines relating to the service",root,2.3.1.1,3,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,1.2.8.1-G,1,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,10.6.1.1,2,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,10.6.2.4,3,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,11.6.1.1,4,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,11.6.2.4,5,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,12.6.1.1,6,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,12.6.2.4,7,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,13.6.1.1,8,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,13.6.2.4,9,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,14.6.1.1,10,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,14.6.2.4,11,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,15.6.1.1,12,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,15.6.2.4,13,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,16.6.1.1,14,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,16.6.2.4,15,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,21.3.1.1,16,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",linked_criteria,21.6.1.2,17,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,1.2.8.1,1,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,10.6.1.1,2,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,10.6.2.4,3,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,11.6.1.1,4,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,11.6.2.4,5,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,12.6.2.1,6,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,12.6.3.4,7,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,13.6.1.1,8,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,13.6.2.4,9,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,14.6.1.1,10,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,14.6.2.4,11,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,15.6.1.1,12,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,15.6.2.4,13,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,16.6.2.4,14,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,22.9.2.4,15,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,23.7.1.1,16,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,23.7.2.4,17,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,24.9.1.1,18,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,24.9.2.4,19,1,TRUE,TRUE
HOSPITAL,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff in the organisation to ensure safe prescribing, ordering, storage, preparation, dispensing and administration of medications",root,38.9.1.5,20,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,linked_criteria,2.1.1.4,1,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,linked_criteria,22.9.2.4,2,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,linked_criteria,23.7.1.1,3,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,linked_criteria,24.9.1.1,4,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,linked_criteria,3.4.2.1,5,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,root,1.2.6.1,1,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,root,21.1.2.2,2,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,root,21.4.1.2,3,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,root,22.1.1.2,4,1,TRUE,TRUE
HOSPITAL,22.9.1.1,39.4.2.1 39.4.2.1 1 40 .4.2.1 40 .4.2.1 1 42.4.2.1 42 .4.2.1 1 4 3 .4.2.1 43 .4.2.1 1 4 4 .4.2.1 44 .4.2.1 1,root,22.8.2.1,5,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,10.6.1.1,1,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,11.6.1.1,2,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,12.6.1.1,3,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,13.6.1.1,4,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,14.6.1.1,5,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,15.6.1.1,6,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,16.6.1.1,7,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,21.3.1.1,8,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,22.9.1.1,9,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,23.7.1.1,10,1,TRUE,TRUE
HOSPITAL,21.1.2.2,"The organisation defines the requirements of a complete order or prescription, taking relevant legal specifications into account",linked_criteria,24.9.1.1,11,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",linked_criteria,1.3.1.5-G,1,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",linked_criteria,4.1.1.9-G,2,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",root,1.3.1.5,1,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",root,22.9.1.4,2,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",root,23.7.1.3,3,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",root,23.7.2.1,4,1,TRUE,TRUE
HOSPITAL,21.2.1.1,"Medicines appropriate for the organisation’s mission, patient needs and services provided are available for prescribing",root,24.9.1.4,5,1,TRUE,TRUE
HOSPITAL,21.2.1.3,There is a method for control of medication use within the organisation,linked_criteria,21.3.1.1,1,1,TRUE,TRUE
HOSPITAL,21.2.1.3,There is a method for control of medication use within the organisation,root,7.2.3.1,1,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",linked_criteria,15.6.1.1,1,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",linked_criteria,22.9.1.2,2,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",linked_criteria,22.9.1.4,3,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",linked_criteria,24.9.1.2,4,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",root,22.9.1.2,1,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",root,23.7.1.3,2,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",root,24.9.1.2,3,1,TRUE,TRUE
HOSPITAL,21.2.1.5,"There is a process to obtain required medications, when the pharmacy is closed",root,24.9.1.4,4,1,TRUE,TRUE
HOSPITAL,21.2.1.6,Emergency medications are available in the organisation within a time frame to meet emergency needs,linked_criteria,15.6.1.1,1,1,TRUE,TRUE
HOSPITAL,21.2.1.6,Emergency medications are available in the organisation within a time frame to meet emergency needs,linked_criteria,22.9.1.2,2,1,TRUE,TRUE
HOSPITAL,21.2.1.6,Emergency medications are available in the organisation within a time frame to meet emergency needs,linked_criteria,24.9.1.2,3,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,10.6.3.9,1,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,11.6.3.9,2,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,12.6.3.9,3,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,13.6.3.9,4,1,TRUE,TRUE
HOSPITAL,21.2.1.7,"Emergency medications are monitored and replaced in a timely manner, after use or when expired or damaged",linked_criteria,14.6.3.9,5,1,TRUE,TRUE
