facilityType,seNumber,dataElementUid,code,dhis2DataElementCode,name,dhis2DataElementName,shortName,formName,valueType,domainType,optionSetUid,active
HOSPITAL,24,oK5BFbk9oxM,24.7.2.2,5078-HOSPITAL_24.7.2.2,"Established  waiting  times  for  laboratory  tests  to  be  done, according to triage status, are monitored.","SURV_HOSP_5078-Established waiting times for laboratory tests to be done, according to triage status, are monitored.",24.7.2.2,24.7.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,EQkb3peAlwr,24.7.2.3,5080-HOSPITAL_24.7.2.3,Established waiting times for laboratory results to be available are monitored.,SURV_HOSP_5080-Established waiting times for laboratory results to be available are monitored.,24.7.2.3,24.7.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,wq4mCjTX06D,24.8.1.1,5085-HOSPITAL_24.8.1.1,There is a documented process for the obtaining of informed consent.,SURV_HOSP_5085-There is a documented process for the obtaining of informed consent.,24.8.1.1,24.8.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,o4JN082NE5n,24.8.1.2,5087-HOSPITAL_24.8.1.2,Patients  and  their  families  or  decision-makers  receive  adequate information to enable them to participate in care decisions.,SURV_HOSP_5087-Patients and their families or decision-makers receive adequate information to enable them to participate in care decisions.,24.8.1.2,24.8.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,O9QOP8kqX0w,24.8.1.3,5089-HOSPITAL_24.8.1.3,"Patients  are  informed  about  their  condition,  and  the  proposed treatment.",SURV_HOSP_5089-Patients are informed about their condition and the proposed treatment.,24.8.1.3,24.8.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,suWgkceu5Eb,24.8.1.4,5091-HOSPITAL_24.8.1.4,Patients  know  the  identity  of  the  medical  practitioner  or  other practitioner responsible for their care.,SURV_HOSP_5091-Patients know the identity of the medical practitioner or other practitioner responsible for their care.,24.8.1.4,24.8.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,SlqfxKv2Isv,24.8.1.5,5093-HOSPITAL_24.8.1.5,"The  information  provided  is  recorded,  with  the  record  of  the patient having provided written or verbal consent.","SURV_HOSP_5093-The information provided is recorded, with the record of the patient having provided written or verbal consent.",24.8.1.5,24.8.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,jNLLJdw8k9T,24.8.2.1,5097-HOSPITAL_24.8.2.1,Protocols  address  appropriate  monitoring  during  and  after  the procedure.,SURV_HOSP_5097-Protocols address appropriate monitoring during and after the procedure.,24.8.2.1,24.8.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,a5e2e38WBoP,24.8.2.2,5099-HOSPITAL_24.8.2.2,Persons performing invasive procedures are appropriately trained.,SURV_HOSP_5099-Persons performing invasive procedures are appropriately trained.,24.8.2.2,24.8.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,qYxjXzF0G7w,24.8.2.3,5101-HOSPITAL_24.8.2.3,The  procedure  and  the  name  of  the  person  performing  the procedure are recorded in the patient’s record.,SURV_HOSP_5101-The procedure and the name of the person performing the procedure are recorded in the patient's record.,24.8.2.3,24.8.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,EAuzgwgGVph,24.8.2.4,5103-HOSPITAL_24.8.2.4,Unsuccessful or complicated procedures are recorded.,SURV_HOSP_5103-Unsuccessful or complicated procedures are recorded.,24.8.2.4,24.8.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,ZQtxmDlrnYu,24.8.3.1,5107-HOSPITAL_24.8.3.1,A post-operative diagnosis is documented.,SURV_HOSP_5107-A post-operative diagnosis is documented.,24.8.3.1,24.8.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,pHhrXsNU7wa,24.8.3.2,5109-HOSPITAL_24.8.3.2,The  name  of  the  medical  practitioner  and  the  names  of  other personnel as required by law are documented.,SURV_HOSP_5109-The name of the medical practitioner and the names of other personnel as required by law are documented.,24.8.3.2,24.8.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,pR65QFLLoCh,24.8.3.3,5111-HOSPITAL_24.8.3.3,The  patient’s  physiological  status  is  monitored  during  the immediate post-surgery period.,SURV_HOSP_5111-The patient's physiological status is monitored during the immediate post-surgery period.,24.8.3.3,24.8.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,nvllqhBSflB,24.8.4.1,5115-HOSPITAL_24.8.4.1,Patients in pain receive care according to pain management guidelines.,SURV_HOSP_5115-Patients in pain receive care according to pain management guidelines.,24.8.4.1,24.8.4.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,NhlvOrjueMl,24.8.4.2,5117-HOSPITAL_24.8.4.2,Patients and families are educated about pain and pain management.,SURV_HOSP_5117-Patients and families are educated about pain and pain management.,24.8.4.2,24.8.4.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,l9aN9HGwlK1,24.8.4.3,5119-HOSPITAL_24.8.4.3,The  organisation  has  processes  to  educate  health  professionals  in assessing and managing pain.,SURV_HOSP_5119-The organisation has processes to educate health professionals in assessing and managing pain.,24.8.4.3,24.8.4.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,P7ddn06GYpW,24.8.5.1,5123-HOSPITAL_24.8.5.1,Emergency blood is available at all times.,SURV_HOSP_5123-Emergency blood is available at all times.,24.8.5.1,24.8.5.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,eYf3dI4OV9i,24.8.5.2,5125-HOSPITAL_24.8.5.2,There  is  a  designated  refrigerator  for  emergency  blood  and  blood products.,SURV_HOSP_5125-There is a designated refrigerator for emergency blood and blood products.,24.8.5.2,24.8.5.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,dAywiLYEwBj,24.8.5.3,5127-HOSPITAL_24.8.5.3,The temperature of the refrigerator is measured and recorded daily.,SURV_HOSP_5127-The temperature of the refrigerator is measured and recorded daily.,24.8.5.3,24.8.5.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,nmpH9byrxDZ,24.8.5.4,5129-HOSPITAL_24.8.5.4,"Emergency  blood  is  subject  to  stock  control,  which  includes  the replacement of stock before its expiry date.","SURV_HOSP_5129-Emergency blood is subject to stock control, which includes the replacement of stock before its expiry date.",24.8.5.4,24.8.5.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,hTBptTQtVja,24.9.1.1,5134-HOSPITAL_24.9.1.1,"Policies  and  procedures  that  guide  the  safe  prescribing,  ordering, storage,  dispensing  and  administration  of  medications  are implemented.","SURV_HOSP_5134-Policies and procedures that guide the safe prescribing, ordering, storage, dispensing and administration of medications are implemented.",24.9.1.1,24.9.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,wmtT0hH73Mx,24.9.1.2,5136-HOSPITAL_24.9.1.2,Policies  and  procedures  that  guide  dispensing  of  medications  in the unit are implemented.,SURV_HOSP_5136-Policies and procedures that guide dispensing of medications in the unit are implemented.,24.9.1.2,24.9.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,Yw7ueWycfn9,24.9.1.3,5138-HOSPITAL_24.9.1.3,The use of verbal/telephonic medication orders is documented.,SURV_HOSP_5138-The use of verbal/telephonic medication orders is documented.,24.9.1.3,24.9.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,kmsMAH1SFlj,24.9.1.4,5140-HOSPITAL_24.9.1.4,Only those permitted by the organisation and by relevant laws and regulations prescribe medication.,SURV_HOSP_5140-Only those permitted by the organisation and by relevant laws and regulations prescribe medication.,24.9.1.4,24.9.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,wWBukP9eKDb,24.9.1.5,5142-HOSPITAL_24.9.1.5,"Medications, including herbal and over the counter medications, brought into the organisation by the patient or the family are known to the patient's physician and are noted in the patient's record.","SURV_HOSP_5142-Medications, including herbal and over-the-counter medications, brought into the organisation by the patient or the family are known to the patient's physician and are noted in the patient's record.",24.9.1.5,24.9.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,kFXiETW77A7,24.9.2.1,5146-HOSPITAL_24.9.2.1,Only those permitted by the organisation and by relevant laws and regulations administer medications.,SURV_HOSP_5146-Only those permitted by the organisation and by relevant laws and regulations administer medications.,24.9.2.1,24.9.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,tgN3yivancC,24.9.2.2,5148-HOSPITAL_24.9.2.2,There  is  evidence  that  patients  are  identified  before  medications are administered.,SURV_HOSP_5148-There is evidence that patients are identified before medications are administered.,24.9.2.2,24.9.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,J5sC6Lk0v6Y,24.9.2.3,5150-HOSPITAL_24.9.2.3,Medications  are  checked  against  the  original  prescriptions  and administered as prescribed.,SURV_HOSP_5150-Medications are checked against the original prescriptions and administered as prescribed.,24.9.2.3,24.9.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,M0hzc3xolnT,24.9.2.4,5152-HOSPITAL_24.9.2.4,Health  professionals  monitor  medication  effects  on  patients collaboratively.,SURV_HOSP_5152-Health professionals monitor medication effects on patients collaboratively.,24.9.2.4,24.9.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,C2wwQBBp9Iu,24.9.2.5,5154-HOSPITAL_24.9.2.5,"Adverse Drug Reactions (ADR) are observed, recorded and reported through  a  process  and  within  a  time  frame  defined  by  the organisation.","SURV_HOSP_5154-Adverse Drug Reactions (ADR) are observed, recorded and reported through a process and within a time frame defined by the organisation.",24.9.2.5,24.9.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,Y3x2eslGLUM,24.9.2.6,5156-HOSPITAL_24.9.2.6,Medication  errors  are  reported  through  a  process  and  within  a time frame defined by the organisation.,SURV_HOSP_5156-Medication errors are reported through a process and within a time frame defined by the organisation.,24.9.2.6,24.9.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,24,p7i2rcOLnBn,24.9.2.7,5158-HOSPITAL_24.9.2.7,The  medications  prescribed  for  and  administered  to  each  patient are recorded.,SURV_HOSP_5158-The medications prescribed for and administered to each patient are recorded.,24.9.2.7,24.9.2.7,TEXT,TRACKER,,TRUE
HOSPITAL,24,esu6GVhGi5w,24.9.2.8,5160-HOSPITAL_24.9.2.8,"Where prescribed medications are not available for administration, this is noted in the patient record.","SURV_HOSP_5160-Where prescribed medications are not available for administration, this is noted in the patient record.",24.9.2.8,24.9.2.8,TEXT,TRACKER,,TRUE
HOSPITAL,24,oIkhYHYHdVR,24.9.3.1,5164-HOSPITAL_24.9.3.1,Medication is stored in a locked storage device or cabinet that is accessible only to authorised personnel.,SURV_HOSP_5164-Medication is stored in a locked storage device or cabinet that is accessible only to authorised personnel.,24.9.3.1,24.9.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,eUAwmP4CHGm,24.9.3.2,5166-HOSPITAL_24.9.3.2,"Medications identified for special control (by law or organisational policy)  are  stored  in  a  cabinet  of  substantial  construction,  for which only authorised personnel have the keys.","SURV_HOSP_5166-Medications identified for special control (by law or organisational policy) are stored in a cabinet of substantial construction, for which only authorised personnel have the keys.",24.9.3.2,24.9.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,fA6tqcnCuyr,24.9.3.3,5168-HOSPITAL_24.9.3.3,Medications identified for special control (by law or organisational policy) are accurately accounted for.,SURV_HOSP_5168-Medications identified for special control (by law or organisational policy) are accurately accounted for.,24.9.3.3,24.9.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,EdfcTdkSpXz,24.9.3.4,5170-HOSPITAL_24.9.3.4,Medications  are  securely  and  legibly  labelled  with  relevant information as required by law and organisational policy.,SURV_HOSP_5170-Medications are securely and legibly labelled with relevant information as required by law and organisational policy.,24.9.3.4,24.9.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,urYkHdMB5VZ,24.9.3.5,5172-HOSPITAL_24.9.3.5,Medications are stored in a clean environment.,SURV_HOSP_5172-Medications are stored in a clean environment.,24.9.3.5,24.9.3.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,FIMWYL9fwts,24.9.3.6,5174-HOSPITAL_24.9.3.6,"Medication instructions relating to temperature, light and humidity.","SURV_HOSP_5174-Medication is stored in accordance with manufacturer's instructions relating to temperature, light and humidity.",24.9.3.6,24.9.3.6,TEXT,TRACKER,,TRUE
HOSPITAL,24,LSIj6AUz9tt,24.9.3.7,5176-HOSPITAL_24.9.3.7,A lockable refrigerator is available for those medications requiring storage at low temperatures.,SURV_HOSP_5176-A lockable refrigerator is available for those medications requiring storage at low temperatures.,24.9.3.7,24.9.3.7,TEXT,TRACKER,,TRUE
HOSPITAL,24,UJMu5lvo3wk,24.9.3.8,5178-HOSPITAL_24.9.3.8,The temperature of the refrigerator is monitored and recorded.,SURV_HOSP_5178-The temperature of the refrigerator is monitored and recorded.,24.9.3.8,24.9.3.8,TEXT,TRACKER,,TRUE
HOSPITAL,24,DBv81IB3cPF,24.9.3.9,5180-HOSPITAL_24.9.3.9,"Expiry  dates  are  checked  (including  those  of  emergency  drugs), and drugs are replaced before expiry date.",SURV_HOSP_5180-Expiry dates are checked (including those of emergency drugs) and drugs are replaced before expiry date.,24.9.3.9,24.9.3.9,TEXT,TRACKER,,TRUE
HOSPITAL,24,z0XCuK8f8DR,24.10.1.1,5185-HOSPITAL_24.10.1.1,Patients and families indicate that they have been informed about their diagnosis.,SURV_HOSP_5185-Patients and families indicate that they have been informed about their diagnosis.,24.10.1.1,24.10.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,WJJCHERTm1x,24.10.1.2,5187-HOSPITAL_24.10.1.2,Patients indicate that they have been informed about the management of their condition.,SURV_HOSP_5187-Patients indicate that they have been informed about the management of their condition.,24.10.1.2,24.10.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,FbLsGEvDXjP,24.10.1.3,5189-HOSPITAL_24.10.1.3,"Patients are educated about their diagnosis, relevant high health risks, e.g. safe use of medication and medical equipment, medicine and food interaction, diet and food interactions, defaulting on medication use, etc.","SURV_HOSP_5189-Patients are educated about their diagnosis, relevant high health risks, e.g. safe use of medication and medical equipment, medicine and food interaction, diet and food interactions, defaulting on medication use, et",24.10.1.3,24.10.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,XoPozs15aR6,24.10.1.4,5191-HOSPITAL_24.10.1.4,Patients and families indicate that they have been informed about any financial implications of care decisions.,SURV_HOSP_5191-Patients and families indicate that they have been informed about any financial implications of care decisions.,24.10.1.4,24.10.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,xfh3rNgxlpb,24.11.1.1,5196-HOSPITAL_24.11.1.1,Established criteria or policies that determine the appropriateness of transfers within the organisation are implemented.,SURV_HOSP_5196-Established criteria or policies that determine the appropriateness of transfers within the organisation are implemented.,24.11.1.1,24.11.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,ZlgEKzP2Bcr,24.11.1.2,5198-HOSPITAL_24.11.1.2,Individuals responsible for the patient’s  care and its  Coordination are identified for all phases.,SURV_HOSP_5198-Individuals responsible for the patient's care and its coordination are identified for all phases.,24.11.1.2,24.11.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,OrpmPSO71EF,24.11.1.3,5200-HOSPITAL_24.11.1.3,Continuity and coordination are evident throughout all phases of patient care.,SURV_HOSP_5200-Continuity and coordination are evident throughout all phases of patient care.,24.11.1.3,24.11.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,tieeNvwP3Tb,24.11.1.4,5202-HOSPITAL_24.11.1.4,The record of the patient accompanies the patient when transferred within the organisation.,SURV_HOSP_5202-The record of the patient accompanies the patient when transferred within the organisation.,24.11.1.4,24.11.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,BOzBlHRXhJu,24.11.2.1,5206-HOSPITAL_24.11.2.1,Policies and procedures that address the holding of patients for observation are implemented.,SURV_HOSP_5206-Policies and procedures that address the holding of patients for observation are implemented.,24.11.2.1,24.11.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,c3ciMVdRNyl,24.11.2.2,5208-HOSPITAL_24.11.2.2,"The organisation has established appropriate time frames, which limit holding time in the emergency centre.",SURV_HOSP_5208-The organisation has established appropriate time frames which limit holding time in the emergency centre.,24.11.2.2,24.11.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,YwovFoIDNsn,24.11.2.3,5210-HOSPITAL_24.11.2.3,"Patients under observation are reassessed at appropriate intervals, to determine their response to care and treatment, and this is documented in the record.","SURV_HOSP_5210-Patients under observation are reassessed at appropriate intervals to determine their response to care and treatment, and this is documented in the record.",24.11.2.3,24.11.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,UJObBvB7u7H,24.11.2.4,5212-HOSPITAL_24.11.2.4,Any significant changes in the patient's condition are noted in the patient's record and acted upon appropriately.,SURV_HOSP_5212-Any significant changes in the patient's condition are noted in the patient's record and acted upon appropriately.,24.11.2.4,24.11.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,tijjDChGssI,24.11.2.5,5214-HOSPITAL_24.11.2.5,Any patient care meetings or other discussions are noted in the patient's record.,SURV_HOSP_5214-Any patient care meetings or other discussions are noted in the patient's record.,24.11.2.5,24.11.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,uAVrVAbJnGo,24.11.2.6,5216-HOSPITAL_24.11.2.6,Holding times are monitored and audited.,SURV_HOSP_5216-Holding times are monitored and audited.,24.11.2.6,24.11.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,24,iSoX5j1I0F6,24.11.3.1,5220-HOSPITAL_24.11.3.1,"There is a process, known to personnel, for admitting patients to the organisation.",SURV_HOSP_5220-There is a process known to personnel for admitting patients to the organisation.,24.11.3.1,24.11.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,APWvLeb5GLF,24.11.3.2,5222-HOSPITAL_24.11.3.2,The unit which accepts the patient for admission is noted in the patient record. ' Compliance will be verified during the patient record audit.,SURV_HOSP_5222-The unit which accepts the patient for admission is noted in the patient record.,24.11.3.2,24.11.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,r8nE6YptmCG,24.11.3.3,5224-HOSPITAL_24.11.3.3,The time of transfer is recorded.,SURV_HOSP_5224-The time of transfer is recorded.,24.11.3.3,24.11.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,dse083nqoqX,24.11.3.4,5226-HOSPITAL_24.11.3.4,Policies and procedures that address the management of patients when bed space is not available in the desired service or unit or elsewhere in the facility are implemented.,SURV_HOSP_5226-Policies and procedures that address the management of patients when bed space is not available in the desired service or unit or elsewhere in the facility are implemented.,24.11.3.4,24.11.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,IhwCUYZHy9d,24.11.4.1,5230-HOSPITAL_24.11.4.1,Policies and procedures that guide the movement of patients for referral to another organisation are implemented.,SURV_HOSP_5230-Policies and procedures that guide the movement of patients for referral to another organisation are implemented.,24.11.4.1,24.11.4.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,BnClbn15X3q,24.11.4.2,5232-HOSPITAL_24.11.4.2,A copy of the referral note is available in the patient record.,SURV_HOSP_5232-A copy of the referral note is available in the patient record.,24.11.4.2,24.11.4.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,eqbjw9P0kVy,24.11.4.3,5234-HOSPITAL_24.11.4.3,"Follow-up of investigations/consultations performed outside the organisation, findings based care, the on are noted in the patient record.","SURV_HOSP_5234-Follow-up care, based on the findings of investigations/consultations performed outside the organisation, are noted in the patient record.",24.11.4.3,24.11.4.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,SlE47pDc1D8,24.11.5.1,5238-HOSPITAL_24.11.5.1,There is a documented process for transferring patients to other organisations.,SURV_HOSP_5238-There is a documented process for transferring patients to other organisations.,24.11.5.1,24.11.5.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,J76Pqx8tiqk,24.11.5.2,5240-HOSPITAL_24.11.5.2,"The transferring organisation determines that the receiving organisation can meet the patient's continuing care needs, and establishes arrangements to ensure continuity.",SURV_HOSP_5240-The transferring organisation determines that the receiving organisation can meet the patient's continuing care needs and establishes arrangements to ensure continuity.,24.11.5.2,24.11.5.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,ph1G14CgIXZ,24.11.5.3,5242-HOSPITAL_24.11.5.3,The process for transferring the patient considers transportation needs.,SURV_HOSP_5242-The process for transferring the patient considers transportation needs.,24.11.5.3,24.11.5.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,CPl5upuRJSC,24.11.5.4,5244-HOSPITAL_24.11.5.4,A policy that dictates that the responsible clinician communicates the level of required care to Emergency Medical (ambulance) services is implemented.,SURV_HOSP_5244-A policy that dictates that the responsible clinician communicates the level of required care to Emergency Medical (ambulance) services is implemented.,24.11.5.4,24.11.5.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,NOEAkSY4T3M,24.11.5.5,5246-HOSPITAL_24.11.5.5,The process determines that patients are accompanied and monitored by an appropriately qualified person during transfer.,SURV_HOSP_5246-The process determines that patients are accompanied and monitored by an appropriately qualified person during transfer.,24.11.5.5,24.11.5.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,UfGBibrBeoA,24.11.5.6,5248-HOSPITAL_24.11.5.6,"When a patient is transferred to another organisation, the receiving organisation is given a written summary of the patient's clinical condition and the interventions provided by the referring organisation.","SURV_HOSP_5248-When a patient is transferred to another organisation, the receiving organisation is given a written summary of the patient's clinical condition and the interventions provided by the referring organisation.",24.11.5.6,24.11.5.6,TEXT,TRACKER,,TRUE
HOSPITAL,24,if0e45lRX4d,24.11.5.7,5250-HOSPITAL_24.11.5.7,A copy of the transfer summary is available in the patient record. Critical criterion Compliance for this criterion and the following will be verified during the patient record audit.,SURV_HOSP_5250-A copy of the transfer summary is available in the patient record.,24.11.5.7,24.11.5.7,TEXT,TRACKER,,TRUE
HOSPITAL,24,zfuAragIM5y,24.11.5.8,5252-HOSPITAL_24.11.5.8,The health organisation agreeing to receive the patient is noted in the patient's record.,SURV_HOSP_5252-The health organisation agreeing to receive the patient is noted in the patient's record.,24.11.5.8,24.11.5.8,TEXT,TRACKER,,TRUE
HOSPITAL,24,KSjVQ55lbCE,24.11.6.1,5256-HOSPITAL_24.11.6.1,There is a documented process to appropriately discharge patients.,SURV_HOSP_5256-There is a documented process to appropriately discharge patients.,24.11.6.1,24.11.6.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,oBTchNEuxqV,24.11.6.2,5258-HOSPITAL_24.11.6.2,"The organisation works with the family, health practitioners and agencies outside the organisation to ensure timely and appropriate discharge.","SURV_HOSP_5258-The organisation works with the family, health practitioners and agencies outside the organisation to ensure timely and appropriate discharge.",24.11.6.2,24.11.6.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,yBCXa0wyxYq,24.11.6.3,5260-HOSPITAL_24.11.6.3,"Patients and, as appropriate, families are given understandable follow-up instructions and this is noted in the patient's record. their The follow-up instructions may be provided to the patient by the doctor or by the nurse, following instructions from the doctor.","SURV_HOSP_5260-Patients and, as appropriate, their families are given understandable follow-up instructions and this is noted in the patient's record.",24.11.6.3,24.11.6.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,yklpXyHA4qo,24.11.6.4,5262-HOSPITAL_24.11.6.4,"A discharge note, which includes at least items a) to g) in the intent statement, is written, by the medical practitioner when each patient is discharged.","SURV_HOSP_5262-A discharge note, which includes at least items a) to e) in the intent statement, is written by the medical practitioner when each patient is discharged.",24.11.6.4,24.11.6.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,wtYkhbxR2Qr,24.11.6.5,5264-HOSPITAL_24.11.6.5,24.12 Quality Improvement Each record contains a copy of the discharge summary.,SURV_HOSP_5264-Each record contains a copy of the discharge summary.,24.11.6.5,24.11.6.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,f7atQdAhWcj,24.12.1.1,5269-HOSPITAL_24.12.1.1,There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,SURV_HOSP_5269-There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,24.12.1.1,24.12.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,ky1qF9vVCEL,24.12.1.2,5271-HOSPITAL_24.12.1.2,Indicators of performance are identified to evaluate the quality of treatment and patient care.,SURV_HOSP_5271-Indicators of performance are identified to evaluate the quality of treatment and patient care.,24.12.1.2,24.12.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,VnR5dPRBwzT,24.12.1.3,5273-HOSPITAL_24.12.1.3,"The quality improvement cycle includes the monitoring and evaluation of the standards set, and the remedial action implemented.",SURV_HOSP_5273-The quality improvement cycle includes the monitoring and evaluation of the standards set and the remedial action implemented.,24.12.1.3,24.12.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,ksPA7fjx5Wd,24.12.1.4,5275-HOSPITAL_24.12.1.4,A documentation audit system is in place.,SURV_HOSP_5275-A documentation audit system is in place.,24.12.1.4,24.12.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,XQXguWjcoYM,24.13.1.1,5280-HOSPITAL_24.13.1.1,"There are processes that support patient and family rights during care. The facility's policies will be evaluated against national legislation, where applicable. Implementation the policies will be evaluated during the patient record audits and patient interviews as well as by observation This applies to all the relevant criteria below.",SURV_HOSP_5280-There are processes that support patient and family rights during care.,24.13.1.1,24.13.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,SXWPRhwc3tR,24.13.1.2,5282-HOSPITAL_24.13.1.2,Electricity and water is available in accordance with the policies of the organisation.,"SURV_HOSP_5282-Measures are taken to protect the patient's privacy, person and possessions.",24.13.1.2,24.13.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,Cd05wgorkJi,24.13.1.3,5284-HOSPITAL_24.13.1.3,The personnel respect the rights of patients and families to treatment and to refuse treatment.,SURV_HOSP_5284-The personnel respect the rights of patients and families to treatment and to refuse treatment.,24.13.1.3,24.13.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,BDRsrDiPope,24.14.1.1,5289-HOSPITAL_24.14.1.1,"The department identifies the procedures and processes associated with the risk of infection, and implements strategies to reduce risk.",SURV_HOSP_5289-The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,24.14.1.1,24.14.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,24,mtcKgjcUHxF,24.14.1.2,5291-HOSPITAL_24.14.1.2,Infection  control  processes  include  prevention  of  the  spread  of respiratory tract infections.,SURV_HOSP_5291-Infection control processes include prevention of the spread of respiratory tract infections.,24.14.1.2,24.14.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,RQhFPHpszws,24.14.1.3,5293-HOSPITAL_24.14.1.3,Infection  control  processes  include  prevention  of  the  spread  of urinary tract infections.,SURV_HOSP_5293-Infection control processes include prevention of the spread of urinary tract infections.,24.14.1.3,24.14.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,ybzBcycCn5C,24.14.1.4,5295-HOSPITAL_24.14.1.4,Infection  control  processes  include  prevention  of  the  spread  of infection through intravascular invasive devices.,SURV_HOSP_5295-Infection control processes include prevention of the spread of infection through intravascular invasive devices.,24.14.1.4,24.14.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,hoDO2DMVqSi,24.14.1.5,5297-HOSPITAL_24.14.1.5,Infection  control  processes  include  prevention  of  the  spread  of infection through surgical wounds.,SURV_HOSP_5297-Infection control processes include prevention of the spread of infection through surgical wounds.,24.14.1.5,24.14.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,24,N9Aywmbm1vr,24.15.1.1,5302-HOSPITAL_24.15.1.1,The department conducts on-going monitoring of risks through risk documented assessments as part of organisational management processes.,SURV_HOSP_5302-The department conducts on-going monitoring of risks through documented assessments as part of organisational risk management processes.,24.15.1.1,24.15.1.1,TEXT,TRACKER,,TRUE
