facilityType,seNumber,dataElementUid,code,dhis2DataElementCode,name,dhis2DataElementName,shortName,formName,valueType,domainType,optionSetUid,active
HOSPITAL,24,UeF6sdiwHQU,24.15.1.2,5304-HOSPITAL_24.15.1.2,The medications prescribed for and administered to each patient are recorded.,SURV_HOSP_5304-A system for monitoring incidents/near misses/sentinel/adverse events is available and includes the documentation of interventions and responses to recorded incidents.,24.15.1.2,24.15.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,24,G9LbWzwF9BJ,24.15.1.3,5306-HOSPITAL_24.15.1.3,There is a system to inform patients and family of the visitors’ policy.,"SURV_HOSP_5306-Security measures are in place and are implemented to ensure the safety of patients, personnel and visitors.",24.15.1.3,24.15.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,24,xqvFs60vN0O,24.15.1.4,5308-HOSPITAL_24.15.1.4,Fire safety measures are implemented.,SURV_HOSP_5308-Fire safety measures are implemented.,24.15.1.4,24.15.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,24,bVIaBvThf7c,24.15.1.5,5310-HOSPITAL_24.15.1.5,"The organisation's policy on handling, storing, transporting and disposing of health waste is implemented.","SURV_HOSP_5310-The organisation's policy on handling, storing, transporting and disposing of health waste is implemented.",24.15.1.5,24.15.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,25,ef6savQitOh,25.1.1.1,5316-HOSPITAL_25.1.1.1,26.1.1.1,SURV_HOSP_5316-A designated individual is responsible for the sterilising and disinfecting service.,25.1.1.1,25.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,YLImGgp6PJZ,25.1.1.2,5318-HOSPITAL_25.1.1.2,26.1.1.2,"SURV_HOSP_5318-The manager ensures that policies and procedures, which include at least items a) to k) in the intent above, are available to guide the staff in the service and that they are implemented.",25.1.1.2,25.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,MkwqCl8dtFN,25.1.1.3,5320-HOSPITAL_25.1.1.3,26.1.1.3,SURV_HOSP_5320-The manager plans and implements an effective organisational structure to support his/her responsibilities and authority.,25.1.1.3,25.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,S542ad5dYuQ,25.1.1.4,5322-HOSPITAL_25.1.1.4,26.1.1.4,SURV_HOSP_5322-The responsibilities of the unit manager are defined in writing.,25.1.1.4,25.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,25,IbVXL3jvj8a,25.2.1.1,5327-HOSPITAL_25.2.1.1,The design of the sterilising and disinfecting unit and the layout of equipment ensure flow of work from the soiled to the clean side of the unit.,SURV_HOSP_5327-The design of the sterilising and disinfecting unit and the layout of equipment ensure flow of work from the soiled to the clean side of the unit.,25.2.1.1,25.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,fz63EQUH0PM,25.2.1.2,5329-HOSPITAL_25.2.1.2,There is a washing and decontamination area with clean running water and a sink connected to the sewage system.,SURV_HOSP_5329-There is a washing and decontamination area with clean running water and a sink connected to the sewage system.,25.2.1.2,25.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,IKgOtUuluTE,25.2.1.3,5331-HOSPITAL_25.2.1.3,There is a pre-packing area with storage facilities for clean materials.,SURV_HOSP_5331-There is a pre-packing area with storage facilities for clean materials.,25.2.1.3,25.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,KCTGYCHHTWq,25.2.1.4,5333-HOSPITAL_25.2.1.4,There is a storage area for sterile packs with racks which allow for an adequate circulation of air.,SURV_HOSP_5333-There is a storage area for sterile packs with racks which allow for an adequate circulation of air.,25.2.1.4,25.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,25,dNLM7kPJbEk,25.2.1.5,5335-HOSPITAL_25.2.1.5,"Temperature and ventilation control mechanisms are installed and maintained in the pharmacies, kitchens, laundries and other relevant areas.",SURV_HOSP_5335-Adequate light and ventilation are available.,25.2.1.5,25.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,25,z4YPhC6fHRO,25.2.2.1,5339-HOSPITAL_25.2.2.1,"There are one or more autoclaves or their equivalents capable of sterilising porous loads (gowns, drapes and dressings) as well as wrapped and unwrapped instruments.","SURV_HOSP_5339-There are one or more autoclaves or their equivalents capable of sterilising porous loads (gowns, drapes and dressings) as well as wrapped and unwrapped instruments.",25.2.2.1,25.2.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,QLRTP5nhd07,25.2.2.2,5341-HOSPITAL_25.2.2.2,Autoclaves are appropriate to their use and the manufacturer's instructions are complied with.,SURV_HOSP_5341-Autoclaves are appropriate to their use and the manufacturer's instructions are complied with.,25.2.2.2,25.2.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,SYotyPTDOqq,25.2.2.3,5343-HOSPITAL_25.2.2.3,Sterilising equipment is included in the organisation’s equipment replacement and maintenance programme.,SURV_HOSP_5343-Sterilising equipment is included in the organisation's equipment replacement and maintenance programme.,25.2.2.3,25.2.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,wiuiQJyQQPh,25.2.2.4,5345-HOSPITAL_25.2.2.4,"Where liquids are sterilised, an autoclave with a fluid cycle and a reverse osmosis or distillation plant are also provided","SURV_HOSP_5345-Where liquids are sterilised, an autoclave with a fluid cycle and a reverse osmosis or distillation plant are also provided.",25.2.2.4,25.2.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,25,WqHWQbsWj1E,25.2.2.5,5347-HOSPITAL_25.2.2.5,"Where ethylene oxide is used as a sterilising agent, the installation complies with relevant safety standards and legislation.","SURV_HOSP_5347-Where ethylene oxide is used as a sterilising agent, the installation complies with relevant safety standards and legislation.",25.2.2.5,25.2.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,25,Wd8iA4cUmJd,25.2.2.6,5349-HOSPITAL_25.2.2.6,Autoclave sterilising ability is tested daily and the results thereof are recorded.,SURV_HOSP_5349-Autoclave sterilising ability is tested daily and the results thereof are recorded.,25.2.2.6,25.2.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,25,WB5rOLKIicg,25.2.2.7,5351-HOSPITAL_25.2.2.7,The sterility of each pack is shown on indicator tapes which are suited to the processes used.,SURV_HOSP_5351-The sterility of each pack is shown on indicator tapes which are suited to the processes used.,25.2.2.7,25.2.2.7,TEXT,TRACKER,,TRUE
HOSPITAL,25,jR8RYAC6G00,25.2.3.1,5355-HOSPITAL_25.2.3.1,"There is a mechanism to ensure that sterile supplies in stock are dated and used on a first in, first out basis.","SURV_HOSP_5355-There is a mechanism to ensure that sterile supplies in stock are dated and used on a first in, first out basis.",25.2.3.1,25.2.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,iw3KFmBAZX3,25.2.3.2,5357-HOSPITAL_25.2.3.2,The maintenance of sterility is checked before any sterile packs are distributed.,SURV_HOSP_5357-The maintenance of sterility is checked before any sterile packs are distributed.,25.2.3.2,25.2.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,E4iTmROgoAN,25.2.3.3,5359-HOSPITAL_25.2.3.3,"There is a system for the ordering, storage, maintenance and distribution of sterile supplies.","SURV_HOSP_5359-There is a system for the ordering, storage, maintenance and distribution of sterile supplies.",25.2.3.3,25.2.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,BdZd0AwQ1LD,25.3.1.1,5364-HOSPITAL_25.3.1.1,There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,SURV_HOSP_5364-There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,25.3.1.1,25.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,ZB1oDAHyUQT,25.3.1.2,5366-HOSPITAL_25.3.1.2,Indicators of performance are identified to evaluate the quality of the service.,SURV_HOSP_5366-Indicators of performance are identified to evaluate the quality of the service.,25.3.1.2,25.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,Awf76X4yFIX,25.3.1.3,5368-HOSPITAL_25.3.1.3,The quality improvement cycle includes the monitoring and evaluation of the standards set and the remedial action implemented.,SURV_HOSP_5368-The quality improvement cycle includes the monitoring and evaluation of the standards set and the remedial action implemented.,25.3.1.3,25.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,sY2BusjOPve,25.4.1.1,5373-HOSPITAL_25.4.1.1,The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk,SURV_HOSP_5373-The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,25.4.1.1,25.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,fOCxFwDz7iU,25.4.1.2,5375-HOSPITAL_25.4.1.2,Infection control processes include prevention of infection from contaminated instruments.,SURV_HOSP_5375-Infection control processes include prevention of infection from contaminated instruments.,25.4.1.2,25.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,f54H1QGiLTP,25.4.1.3,5377-HOSPITAL_25.4.1.3,Infection control processes include the provision and correct usage of disinfectants/bactericidal agents.,SURV_HOSP_5377-Infection control processes include the provision and correct usage of disinfectants/bactericidal agents.,25.4.1.3,25.4.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,OVYYqB6TNdb,25.4.1.4,5379-HOSPITAL_25.4.1.4,Infection control processes include prevention of infection by the provision and correct use of personal protective equipment.,SURV_HOSP_5379-Infection control processes include prevention of infection by the provision and correct use of personal protective equipment.,25.4.1.4,25.4.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,25,x3OwWGo1HpW,25.5.1.1,5384-HOSPITAL_25.5.1.1,26.9.1.1; 27.7.1.1; 28.7.1.1;,SURV_HOSP_5384-The department conducts ongoing monitoring of risks through documented assessments as part of the organisational risk management processes.,25.5.1.1,25.5.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,25,wg7WaN195PR,25.5.1.2,5386-HOSPITAL_25.5.1.2,A system for the monitoring of negative incidents/near misses/sentinel events is available and includes the documentation of interventions and responses to recorded incidents.,SURV_HOSP_5386-A system for the monitoring of negative incidents/near misses/sentinel events is available and includes the documentation of interventions and responses to recorded incidents.,25.5.1.2,25.5.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,25,qfANXnBCiLR,25.5.1.3,5388-HOSPITAL_25.5.1.3,Critical: ¨,SURV_HOSP_5388-Security measures are in place and implemented for the safeguarding and protection of staff.,25.5.1.3,25.5.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,25,vg5qNGMJK8H,25.5.1.4,5390-HOSPITAL_25.5.1.4,Critical: ¨,SURV_HOSP_5390-Fire safety measures are implemented.,25.5.1.4,25.5.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,25,LBCdKqMRHLh,25.5.1.5,5392-HOSPITAL_25.5.1.5,Critical: ¨,"SURV_HOSP_5392-Organisation policy on handling, storage, transporting and disposal of healthcare waste is implemented.",25.5.1.5,25.5.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,26,sdIBqdfFn7e,26.1.1.1,5398-HOSPITAL_26.1.1.1,27.1.1.1,SURV_HOSP_5398-A designated individual is responsible for the food service.,26.1.1.1,26.1.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,26,pwiWMPAGfdU,26.1.1.2,5400-HOSPITAL_26.1.1.2,Policies and procedures are signed by persons authorised to do so.,SURV_HOSP_5400-The food service manager ensures that policies and procedures are available to guide the staff and that they are implemented.,26.1.1.2,26.1.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,26,KouiHQKidJV,26.1.1.3,5402-HOSPITAL_26.1.1.3,27.1.1.3,SURV_HOSP_5402-The manager plans and implements an effective organisational structure to support his/her responsibilities and authority.,26.1.1.3,26.1.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,26,XeuGS46umsy,26.1.1.4,5404-HOSPITAL_26.1.1.4,27.1.1.4,SURV_HOSP_5404-The responsibilities of the unit manager are defined in writing.,26.1.1.4,26.1.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,26,OLhtXNIQE3a,26.2.1.1,5409-HOSPITAL_26.2.1.1,", 26.2.2.1, 26.2.2.2",SURV_HOSP_5409-The food service area meets health and safety regulations.,26.2.1.1,26.2.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,26,lYh3a2jL1Ax,26.2.1.2,5411-HOSPITAL_26.2.1.2,Infection control processes include prevention of the spread of food-related infections.,"SURV_HOSP_5411-There are separate handwashing facilities in the food preparation area, with soap and safe means of hand drying, e.g. paper towel, mechanical hand dryer.",26.2.1.2,26.2.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,26,OpVWgmz30sQ,26.2.1.3,5413-HOSPITAL_26.2.1.3,Emergency generators are tested on full load according to manufacturers’ specifications.,"SURV_HOSP_5413-The temperature, ventilation and humidity levels are controlled and monitored to ensure satisfactory working conditions and cleanliness.",26.2.1.3,26.2.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,26,GKrMUG00N4M,26.2.1.4,5415-HOSPITAL_26.2.1.4,Critical: ¨,SURV_HOSP_5415-There is an effective method of fly control.,26.2.1.4,26.2.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,26,OrDdbIGzjCe,26.2.1.5,5417-HOSPITAL_26.2.1.5,Critical: ¨,SURV_HOSP_5417-There is adequate lighting and ventilation including in the storage areas.,26.2.1.5,26.2.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,26,Jkqu4dJMeTL,26.2.1.6,5419-HOSPITAL_26.2.1.6,"Linked criterion: There are separate hand-washing facilities in the food preparation area, with soap and safe means of hand drying, e.g. paper towel, mechanical hand dryer.",SURV_HOSP_5419-Refrigerators and freezers can be opened from the inside using a safety release mechanism.,26.2.1.6,26.2.1.6,TEXT,TRACKER,,TRUE
HOSPITAL,26,RygSAttUxOi,26.2.2.1,5423-HOSPITAL_26.2.2.1,"There are lockers for food handlers, for their outer clothing.","SURV_HOSP_5423-There are lockers for food handlers, for their outer clothing.",26.2.2.1,26.2.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,26,Z8H8BcqHt14,26.2.2.2,5425-HOSPITAL_26.2.2.2,Critical: ¨,"SURV_HOSP_5425-There are adequate, suitable and conveniently placed change rooms, toilets and ablution facilities for food handlers.",26.2.2.2,26.2.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,26,EMMe7K2X6lc,26.2.2.3,5427-HOSPITAL_26.2.2.3,Critical: ¨,SURV_HOSP_5427-Ablution and change facilities are well-lit and well-ventilated.,26.2.2.3,26.2.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,26,GZyGlTsmgLK,26.2.2.4,5429-HOSPITAL_26.2.2.4,Critical: ¨,SURV_HOSP_5429-Ablution facilities are kept clean.,26.2.2.4,26.2.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,26,TiOWAHvVe8P,26.2.2.5,5431-HOSPITAL_26.2.2.5,26.5.2.3,"SURV_HOSP_5431-Adequate numbers of suitable refuse containers are provided in or near each change room, hand-washing facility and toilet area.",26.2.2.5,26.2.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,26,UqKOFvdwk9L,26.3.1.1,5436-HOSPITAL_26.3.1.1,The manager plans and implements an effective organisational structure to support his/her responsibilities and authority.,"SURV_HOSP_5436-The departmental manager ensures the availability and implementation of policies and procedures, which address at least items a) to g) in the intent above.",26.3.1.1,26.3.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,26,sURadk3R5HZ,26.3.1.2,5438-HOSPITAL_26.3.1.2,Critical: ¨,SURV_HOSP_5438-Policies and procedures are signed by persons authorised to do so.,26.3.1.2,26.3.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,26,lAsoGhDUUSh,26.3.1.3,5440-HOSPITAL_26.3.1.3,Critical: ¨,SURV_HOSP_5440-Policies and procedures are compiled into a comprehensive manual which is indexed and easily accessible to all staff members.,26.3.1.3,26.3.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,26,dZghIx9H4cb,26.3.1.4,5442-HOSPITAL_26.3.1.4,Critical: ¨,SURV_HOSP_5442-Each policy and procedure is reviewed.,26.3.1.4,26.3.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,26,PBdobwW8WHQ,26.4.1.1,5447-HOSPITAL_26.4.1.1,A suitably qualified person advises on meal development.,SURV_HOSP_5447-A suitably qualified person advises on meal development.,26.4.1.1,26.4.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,26,J8xbGAq16sf,26.4.1.2,5449-HOSPITAL_26.4.1.2,Critical: ¨,SURV_HOSP_5449-There is a planned circle menu suitable for different seasons.,26.4.1.2,26.4.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,26,zqQ1Yo4pWil,26.4.1.3,5451-HOSPITAL_26.4.1.3,"10.7.1.2 An order for food, based on the patients' nutritional status and needs, is recorded in the patient's file.",SURV_HOSP_5451-Patients are provided with at least three meals per day.,26.4.1.3,26.4.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,26,fDFqUpnTRbu,26.4.1.4,5453-HOSPITAL_26.4.1.4,Critical: ¨,"SURV_HOSP_5453-Wherever possible, patient food preferences are respected and substitutions made available.",26.4.1.4,26.4.1.4,TEXT,TRACKER,,TRUE
