facilityType,seNumber,sectionPiId,standardId,questionCode,questionText,guideline,category,severity,isCritical,dataElementUid,dhis2DataElementCode,dhis2DataElementName,uidMatchMethod,valueType,domainType,optionSetUid,compulsory,sortOrderWithinStandard,active
HOSPITAL,39,39.3,39.3.4,39.3.4.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.3,39.3.4,39.3.4.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.3,39.3.4,39.3.4.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.3,39.3.4,39.3.4.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.3,39.3.4,39.3.4.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.3,39.3.5,39.3.5.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.3,39.3.5,39.3.5.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.3,39.3.5,39.3.5.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.3,39.3.6,39.3.6.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.3,39.3.6,39.3.6.2,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.3,39.3.6,39.3.6.3,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.3,39.3.6,39.3.6.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.3,39.3.6,39.3.6.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.3,39.3.6,39.3.6.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.5,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.6,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.7,Severity: Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.8,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.9,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.10,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,39,39.4,39.4.1,39.4.1.11,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.7,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.8,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.9,CRITICAL Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.10,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.11,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.12,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,12,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.13,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,13,TRUE
HOSPITAL,39,39.4,39.4.2,39.4.2.14,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,14,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.3,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.8,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,39,39.5,39.5.1,39.5.1.9,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.4,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.6,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.6,39.6.1,39.6.1.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,39,39.6,39.6.2,39.6.2.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.6,39.6.2,39.6.2.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.6,39.6.2,39.6.2.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.6,39.6.2,39.6.2.4,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.7,39.7.1,39.7.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.7,39.7.1,39.7.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.7,39.7.1,39.7.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.7,39.7.1,39.7.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.7,39.7.1,39.7.1.5,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.7,39.7.2,39.7.2.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.7,39.7.2,39.7.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.7,39.7.2,39.7.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.7,39.7.2,39.7.2.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.7,39.7.3,39.7.3.1,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.7,39.7.3,39.7.3.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.7,39.7.3,39.7.3.3,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.7,39.7.3,39.7.3.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.7,39.7.3,39.7.3.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.7,39.7.3,39.7.3.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.6,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.7,39.7.4,39.7.4.7,Severity: Moderate,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,39,39.8,39.8.1,39.8.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.8,39.8.1,39.8.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.8,39.8.1,39.8.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.8,39.8.1,39.8.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.8,39.8.1,39.8.1.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.8,39.8.1,39.8.1.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.9,39.9.1,39.9.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.9,39.9.1,39.9.1.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.9,39.9.1,39.9.1.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.9,39.9.1,39.9.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.9,39.9.1,39.9.1.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.1,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.2,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.3,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.4,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.5,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.6,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.10,39.10.1,39.10.1.7,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.1,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.2,Severity: Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.3,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.5,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.6,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,39,39.11,39.11.1,39.11.1.7,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.1,40.1.1,40.1.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.1,40.1.1,40.1.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.1,40.1.1,40.1.1.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.1,40.1.1,40.1.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.1,40.1.2,40.1.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.1,40.1.2,40.1.2.2,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.1,40.1.2,40.1.2.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.1,40.1.2,40.1.2.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.1,40.1.2,40.1.2.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.7,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.1,40.1.3,40.1.3.8,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,40,40.2,40.2.1,40.2.1.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.2,40.2.1,40.2.1.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.2,40.2.1,40.2.1.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.2,40.2.1,40.2.1.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.2,40.2.1,40.2.1.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.5,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.6,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.7,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.8,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.9,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.10,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.11,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.12,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,12,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.13,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,13,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.14,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,14,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.15,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,15,TRUE
HOSPITAL,40,40.2,40.2.2,40.2.2.16,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,16,TRUE
HOSPITAL,40,40.2,40.2.3,40.2.3.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.2,40.2.3,40.2.3.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.2,40.2.3,40.2.3.3,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.2,40.2.3,40.2.3.4,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.1,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.2,Severity: Very Serious Category: Pat & Staff Safety,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.3,CRITICAL Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.5,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.6,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,40,40.3,40.3.1,40.3.1.7,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.1,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.2,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.3,Severity: Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,40,40.3,40.3.2,40.3.2.4,Severity: Very Serious,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
