facilityType,seNumber,sectionPiId,standardId,questionCode,questionText,guideline,category,severity,isCritical,dataElementUid,dhis2DataElementCode,dhis2DataElementName,uidMatchMethod,valueType,domainType,optionSetUid,compulsory,sortOrderWithinStandard,active
HOSPITAL,20,20.1,20.1.1,20.1.1.3,The selection of an outside source is based on an acceptable record and compliance with applicable laws and regulations.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.1,20.1.1,20.1.1.4,Patients are informed about any relationships between the referring doctor and an outside source of radiology and diagnostic imaging service.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.1,20.1.2,20.1.2.1,"A registered radiologist or radiographer, who is appropriately experienced, manages the radiology and diagnostic imaging service.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.1,20.1.2,20.1.2.2,The responsibilities of this person include administrative control.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.1,20.1.2,20.1.2.3,The responsibilities of this person include maintaining quality control programmes.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.1,20.1.2,20.1.2.4,The responsibilities of this person include recommending outside sources of radiology and diagnostic imaging services.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.1,20.1.2,20.1.2.5,The responsibilities of this person include monitoring and reviewing all radiology and diagnostic imaging services.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,20,20.1,20.1.2,20.1.2.6,Critical: ¨,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.1,"individuals, who may perform diagnostic Those imaging procedures and those, who may interpret and report the results are identified.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.2,"A mechanism exists, which ensures that procedures are performed only by radiographers, radiologists, or specially trained doctors and other persons, authorised to do so by a health professions council Critical criterion Medical Imaging practisioners that are registered with professional councils are allowed to perform X-rays, in medical diagnostic imaging",,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.3,X-rays are done only upon a signed request from a qualified authorised health practitioner.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.4,X-rays are interpreted and reported on by appropriately trained and experienced staff.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.5,There is an adequate number of staff to meet patient needs.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.6,"Experts in specialised diagnostic areas are contacted, when needed.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,20,20.1,20.1.3,20.1.3.7,A roster of experts for specialised diagnostic areas is maintained.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.1,"X-ray request forms contain the date of the request, patient’s name, examination requested, relevant previous examinations and investigations, name of the requesting officer and clinical information to explain the request.",,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.2,The organisation has established the expected turnaround time for results.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.3,Radiology and diagnostic imaging results are reported on within a time frame to meet patient needs.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.4,"The quality improvement cycle includes the monitoring and evaluation of the standards set, and the remedial action implemented.",,Basic Process + Patient Care,3,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.5,X-ray conclusion contain reports clear a (including recommendations for future treatment if appropriate).,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.6,A copy of the report is filed in the patient’s record.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.7,Films are available at each visit of the patient.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.8,A policy that defines the length and method of storage of X-ray films is implemented.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,20,20.2,20.2.1,20.2.1.9,"Where patients are allowed to take films home, education on proper storage must be provided.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,20,20.2,20.2.2,20.2.2.1,"Written policies and procedures that address compliance with applicable standards, laws and regulations are implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.2,20.2.2,20.2.2.2,A copy of the national rules relating to current ionising Radiation regulations is available e.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.2,20.2.2,20.2.2.3,A copy of the most recent radiation safety report is held.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.2,20.2.2,20.2.2.4,The organisation satisfies the statutory requirements under the Ionising Radiation regulations.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.2,20.2.2,20.2.2.5,A Radiation safety officer(RSO) is identified and available to assist a radiation protection inspector in complying with the ionising Radiation regulations.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,20,20.2,20.2.2,20.2.2.6,A patient register is available in the radiology and diagnostic imaging department.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,20,20.2,20.2.3,20.2.3.1,"Essential quantities of film, reagents and supplies are available.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.2,20.2.3,20.2.3.2,"All film and reagents are stored and disposed of, according to guidelines.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.2,20.2.3,20.2.3.3,20.3 Quality Improvement All reagents and solutions are completely and accurately labelled.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.3,20.3.1,20.3.1.1,"There are formalised quality improvement processes for the service, which has been developed and agreed upon by the personnel of the service.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.3,20.3.1,20.3.1.2,Indicators of performance are identified to evaluate the quality of treatment and patient care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.3,20.3.1,20.3.1.3,"The quality improvement cycle includes the monitoring and evaluation of the standards set, and the remedial action implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.3,20.3.1,20.3.1.4,A documentation audit system is in place.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.3,20.3.2,20.3.2.1,There is a quality control process for the radiology and diagnostic imaging service and it is implemented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.3,20.3.2,20.3.2.2,Quality control includes validating test methods.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.3,20.3.2,20.3.2.3,Quality control includes daily surveillance of imaging results.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.3,20.3.2,20.3.2.4,Quality control includes rapid correction when a deficiency is identified.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.3,20.3.2,20.3.2.5,Quality control includes equipment maintenance/testing/safety.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,20,20.3,20.3.2,20.3.2.6,Quality control includes documenting results and corrective actions.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,20,20.4,20.4.1,20.4.1.1,"There are processes, which support patient and family rights during care.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.4,20.4.1,20.4.1.2,"Measures are taken to protect the patient’s privacy, person and possessions.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.4,20.4.1,20.4.1.3,The personnel respect the rights of patients and families to treatment and to refuse treatment.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.5,20.5.1,20.5.1.1,"The department the procedures and processes associated with the risk of infection, and implements strategies to reduce risk. identifies The department participates in and has documented evidence of the identification of risks in their department.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.5,20.5.1,20.5.1.2,"Infection control processes include prevention of the spread of respiratory tract infections, and focuses on processes that may lead to infection.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.5,20.5.1,20.5.1.3,"Infection control processes include prevention of the spread of respiratory tract infections, and focuses on processes that may lead to infection.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.5,20.5.1,20.5.1.4,Infection control processes include prevention of the spread of 20.6 Risk Management infection through intravascular invasive devices.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.1,The department conducts on-going monitoring of risks through documented assessments as part of the organisational programme.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.2,Appropriate radiation safety devices are available.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.3,Dosimeter badges are worn and handled according to Ionising Radiation Regulations.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.4,"A system for monitoring incidents/near misses/sentinel/adverse events the documentation of interventions and responses to recorded incidents is available and includes Participation at department level, in the facility’s overall system for monitoring negative incidents/near misses/adverse events will be evaluated.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.5,"Security measures are in place and are implemented to ensure the safety of patients, personnel and visitors.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.6,Fire safety measures are implemented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,20,20.6,20.6.1,20.6.1.7,"Organisation policy on handling, storing and disposing of health waste is implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,21,21.1,21.1.1,21.1.1.1,A registered pharmacist with clearly defined responsibilities and accountabilities is designated to manage all aspects of the pharmaceutical service.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.1,21.1.1,21.1.1.2,A registered pharmacist is appointed to act in the absence of the manager.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.1,21.1.1,21.1.1.3,"The responsibilities of the pharmacy manager include ensuring compliance with laws, regulations and professional guidelines relating to the service.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.1,21.1.1,21.1.1.4,"The responsibilities of the pharmacy manager include ensuring compliance with pharmacy practice and current pharmaceutical and other health professional guidelines, e.g. medical and nursing.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.1,21.1.1,21.1.1.5,There is an adequate number of staff available to meet patient needs during working hours and after hours.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,21,21.1,21.1.2,21.1.2.1,"Collaboration exists between the pharmacy staff and other relevant staff  in  the  organisation  to  ensure  safe  prescribing,  ordering, storage, preparation, dispensing and administration of medicines.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.1,21.1.2,21.1.2.2,"The  organisation  defines  the  requirements  of  a  complete  order  or prescription, taking relevant legal specifications into account.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.1,"Medicines appropriate for the organisation's mission, patient needs and services provided are available for prescribing.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.2,There is a list of medicines stocked in the organisation or readily available from outside sources.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.3,There  is  a  method  for  control  of  medication  use  within  the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.4,There  is  a  process  to  obtain  required  medicines  not  stocked  or normally available to the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.5,"There  is  a  process  to  obtain  required  medicines,  when  the pharmacy is closed.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.6,Emergency  medicines  are  available  in  the  organisation  within  a time frame to meet emergency needs.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.7,"Emergency  medicines  are  monitored  and  replaced  in  a  timely manner, after use or when expired or damaged.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,21,21.2,21.2.1,21.2.1.8,Policies  and  procedures  related  to  the  handling  of  expired medicines are implemented throughout the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,21,21.3,21.3.1,21.3.1.1,"Policies and procedures, which include at least those from a) to o) in the intent above, are developed and implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.3,21.3.1,21.3.1.2,There  is  evidence  that  policies  and  procedures  have  been developed collaboratively with all relevant departments.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.4,21.4.1,21.4.1.1,Medicines  are  prepared  and  dispensed  in  a  safe  and  clean environment.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.4,21.4.1,21.4.1.2,There is a uniform medication dispensing and distribution system in the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.4,21.4.1,21.4.1.3,The system supports accurate and timely dispensing.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.4,21.4.1,21.4.1.4,Policies and procedures are implemented to ensure that medications are dispensed on the written instructions of a designated health worker qualified and/or experienced in their use.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.4,21.4.1,21.4.1.5,Policies  and  procedures  are implemented  to  ensure  that medications  are  dispensed  on  the  written  instructions  of  a designated  health  worker  qualified  and/or  experienced  in  their use.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,21,21.4,21.4.1,21.4.1.6,Medicines are securely and legibly labelled with relevant information as required by law or organisational policy.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.1,"Separate  designated  areas  for  the  receipt  and  unpacking  of incoming goods, are provided.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.2,Separate  designated  areas  for  the  storage  of  normal  stock  of medicines are provided.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.3,Hazardous and flammable materials are stored in accordance with relevant regulations.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.4,"Separate designated storage areas, for materials under quarantine are provided, e.g. expired stock, damaged goods and compounded products awaiting testing and release.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.5,"Secure storage facilities are available and include smoke detectors, security alarm systems and/or barriers.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.6,Stock  control  systems  are  managed  in  the  pharmacy  and  other related departments.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.7,"A  management  information  system  is  available,  which  provides accurate statistics relating to pharmaceutical receipts and issues.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.8,Medicines are stored in a clean environment.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.9,"The cold chain is maintained for medicines, where necessary.",,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.10,"Medicine storage areas are protected from heat, light and moisture and temperatures are monitored and recorded.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,10,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.11,"Medicines identified for special control (by law or organisational policy) are stored in a cabinet of substantial construction, for which only authorised staff have a key.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,11,TRUE
HOSPITAL,21,21.5,21.5.1,21.5.1.12,Medicines identified for special control (by law or organisational policy) are accurately accounted for.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,12,TRUE
HOSPITAL,21,21.6,21.6.1,21.6.1.1,There  are  formalised  quality  improvement  processes  for  the service  that  have  been  developed  and  agreed  upon  by  the personnel of the service.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.6,21.6.1,21.6.1.2,Indicators of performance are identified to evaluate the quality of the service.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.6,21.6.1,21.6.1.3,"The  quality  improvement  cycle  includes  the  monitoring  and evaluation  of  the  standards  set,  and  the  remedial  action implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.6,21.6.1,21.6.1.4,A documentation audit system is in place.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.6,21.6.1,21.6.1.5,Clinical  audits  are  undertaken  to  monitor  the  quality  of  care provided.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,21,21.7,21.7.1,21.7.1.1,There are processes that support patient and family rights during care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.7,21.7.1,21.7.1.2,"Measures are taken to protect the patient's privacy, person and possessions.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.7,21.7.1,21.7.1.3,The personnel respect the rights of patients and families to accept treatment and to refuse treatment.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.8,21.8.1,21.8.1.1,The department identifies the procedures and processes associated with the risk of infection and implements strategies to reduce risk.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.8,21.8.1,21.8.1.2,Infection  control  processes  includes  prevention  of  infection  while undertaking sterile procedures.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.8,21.8.1,21.8.1.3,Infection control processes includes prevention of infection during the process of preparation and dispensing of medication.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.8,21.8.1,21.8.1.4,includes  prevention  of  water Infection  control  processes contamination  during  the  preparation  of  suspensions/liquid medications.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.9,21.9.1,21.9.1.1,The  department  conducts  on-going  monitoring  of  risks  through risk documented  assessments  as  part  of  organisational management processes.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,21,21.9,21.9.1,21.9.1.2,A  system  for  monitoring  incidents/near  misses/sentinel/adverse events the  documentation  of interventions and responses to recorded incidents.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,21,21.9,21.9.1,21.9.1.3,"Security  measures  are  in  place  and  implemented  to  ensure  the safety of patients, personnel and visitors.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,21,21.9,21.9.1,21.9.1.4,Fire safety measures are implemented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,21,21.9,21.9.1,21.9.1.5,"Organisation’s  policy  on  handling,  segregation,  storing  and disposing of healthcare waste is implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.1,22.1.1,22.1.1.1,The individuals responsible for the patient’s care are designated.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.1,22.1.1,22.1.1.2,The  individuals  responsible  for  the  patient’s  care  are  identified and made known to the patient and other personnel.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.1,22.1.1,22.1.1.3,During  the  hours  of  operation  there  are  an  adequate  number  of qualified professionals available to provide continuous cover to all sections at all times.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.1,22.1.1,22.1.1.4,All emergency services personnel maintain skills in advanced life support in accordance with organisational policy.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.1,22.1.1,22.1.1.5,Dated records are kept of attendance at in-service training programmes.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.1,22.1.1,22.1.1.6,Critical: þ,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.1,The  patients'  clinical  records  are  completed  according  to guidelines determined by the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.2,The  patients’  records  are  up  to  date  to  ensure  the  transfer  of  the latest information between care providers.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.3,Information exchanged includes a summary of the care provided.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.4,Information exchanged includes the patient’s progress.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.5,The author can be identified for each patient record entry.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.6,The date of each patient record entry can be identified.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,22,22.1,22.1.2,22.1.2.7,The time of each patient record entry can be identified.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.1,Patient  and  staff  accommodation  in  the  service  is  adequate  to meet patient care needs.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.2,"Facilities  allow  privacy  when  providing  personal  information,  or undergoing examination or procedures.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.3,Electricity and water is available in accordance with the policies of the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.4,There is a waiting area for patients and families.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.5,There is adequate seating in the waiting area.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,22,22.2,22.2.1,22.2.1.6,Wheelchair accessible toilets are available.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
