root,linked,in_hl,in_mx,mx_color,tag,status
2.5.1.1,2.2.1.1,1,1,yellow,,BOTH
2.5.1.1,2.5.1.4,1,1,yellow,,BOTH
2.5.1.1,20.1.2.1,0,1,yellow,,MX_ONLY
2.5.1.1,21.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.1,22.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.1,22.1.1.4,0,1,yellow,,MX_ONLY
2.5.1.1,23.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.1,24.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.1,31.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.1,32.1.1.1,1,1,yellow,,BOTH
2.5.1.1,32.4.2.1,1,1,yellow,,BOTH
2.5.1.1,33.1.1.1,1,1,yellow,,BOTH
2.5.1.1,33.4.2.1,1,1,yellow,,BOTH
2.5.1.1,34.1.1.1,1,1,yellow,,BOTH
2.5.1.1,34.4.2.1,1,1,yellow,,BOTH
2.5.1.1,35.1.1.1,1,1,yellow,,BOTH
2.5.1.1,35.4.2.1,1,1,yellow,,BOTH
2.5.1.1,36.1.1.1,1,1,yellow,,BOTH
2.5.1.1,36.4.2.1,1,1,yellow,,BOTH
2.5.1.1,37.1.1.1,1,1,yellow,,BOTH
2.5.1.1,37.4.2.1,1,1,yellow,,BOTH
2.5.1.1,38.1.2.1,0,1,yellow,,MX_ONLY
2.5.1.1,38.4.2.1,1,1,yellow,,BOTH
2.5.1.1,39.1.1.2,0,1,yellow,,MX_ONLY
2.5.1.1,39.1.1.3,0,1,yellow,,MX_ONLY
2.5.1.1,40.1.1.2,0,1,yellow,,MX_ONLY
2.5.1.1,40.1.1.3,0,1,yellow,,MX_ONLY
2.5.1.1,41.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.1,41.1.1.3,0,1,yellow,,MX_ONLY
2.5.1.1,42.1.1.2,0,1,yellow,,MX_ONLY
2.5.1.1,42.1.1.3,0,1,yellow,,MX_ONLY
2.5.1.1,43.1.1.2,0,1,yellow,,MX_ONLY
2.5.1.1,43.1.1.3,0,1,yellow,,MX_ONLY
2.5.1.1,44.1.1.2,0,1,yellow,,MX_ONLY
2.5.1.1,44.1.1.3,0,1,yellow,,MX_ONLY
2.5.1.1,45.1.1.1,0,1,yellow,,MX_ONLY
2.5.1.4,1.2.1.4,1,1,green,G,BOTH
2.5.1.4,2.2.1.1,1,1,green,G,BOTH
2.5.1.5,2.1.2.4,1,1,green,G,BOTH
2.5.1.6,1.2.7.3,1,1,green,G,BOTH
2.5.1.7,17.1.1.3,1,1,yellow,,BOTH
2.6.1.4,2.3.2.2,1,1,green,G,BOTH
2.6.1.4,2.3.3.2,1,1,green,G,BOTH
2.6.1.4,8.2.1.8,1,1,green,G,BOTH
2.6.1.5,2.3.2.2,1,1,green,G,BOTH
20.1.1.1,1.2.7.2,1,1,green,G,BOTH
20.1.1.1,1.3.1.7,1,1,green,G,BOTH
20.1.1.1,20.1.3.5,1,1,yellow,,BOTH
20.1.1.1,23.5.1.1,1,1,yellow,,BOTH
20.1.1.2,2.2.1.5,1,1,green,G,BOTH
20.1.1.2,22.7.1.1,1,1,yellow,,BOTH
20.1.1.2,23.5.1.1,1,1,yellow,,BOTH
20.1.1.2,24.7.1.1,1,1,yellow,,BOTH
20.1.1.3,1.2.7.2,1,1,green,G,BOTH
20.1.1.4,1.2.5.1,1,1,green,G,BOTH
20.1.2.1,1.3.1.1,1,1,green,G,BOTH
20.1.2.1,2.2.1.1,1,1,green,G,BOTH
20.1.2.1,2.5.1.1,1,1,green,G,BOTH
20.1.2.2,1.2.6.1,1,1,green,G,BOTH
20.1.2.2,20.2.2.1,1,1,yellow,,BOTH
20.1.3.1,1.1.1.2,1,1,green,G,BOTH
20.1.3.1,1.2.7.2,1,1,green,G,BOTH
20.1.3.1,2.2.1.1,1,1,green,G,BOTH
20.1.3.1,20.1.3.4,1,1,yellow,,BOTH
20.1.3.2,2.5.1.1,1,1,green,G,BOTH
20.1.3.4,20.1.3.1,1,1,green,G,BOTH
20.1.3.4,22.7.1.4,1,1,yellow,,BOTH
20.1.3.4,23.5.1.4,1,1,yellow,,BOTH
20.1.3.4,24.7.1.4,1,1,yellow,,BOTH
20.1.3.5,20.1.1.1,1,1,green,G,BOTH
20.1.3.6,1.2.7.2,1,1,green,G,BOTH
20.2.1.1,20.6.1.1,1,1,yellow,,BOTH
20.2.1.3,20.3.1.2,1,1,yellow,,BOTH
20.2.2.1,1.2.1.4,1,0,,,HL_ONLY
20.2.2.1,1.2.1.5,1,1,green,G,BOTH
20.2.2.1,20.1.2.2,1,1,green,G,BOTH
20.2.2.1,20.6.1.1,1,1,yellow,,BOTH
20.2.2.1,20.6.1.3,1,1,yellow,,BOTH
20.2.2.2,1.2.1.5,1,1,green,G,BOTH
20.2.2.3,1.2.1.5,1,1,green,G,BOTH
20.2.2.4,1.2.1.4,1,1,green,G,BOTH
20.2.3.1,1.3.1.5,1,1,green,G,BOTH
20.2.3.1,21.3.1.1,1,1,green,G,BOTH
20.2.3.1,3.3.1.2,1,1,green,G,BOTH
20.2.3.2,1.2.7.2,1,1,green,G,BOTH
20.2.3.2,20.6.1.1,1,1,yellow,,BOTH
20.2.3.2,7.7.1.1,1,1,green,G,BOTH
20.3.1.1,20.2.1.4,1,1,green,G,BOTH
20.3.1.1,8.2.2.1,1,1,green,G,BOTH
20.3.1.2,20.2.1.4,1,1,green,G,BOTH
20.3.1.4,8.2.1.5,1,1,green,G,BOTH
20.3.2.1,1.3.1.8,1,1,green,G,BOTH
20.3.2.1,8.2.2.1,1,1,green,G,BOTH
20.3.2.5,1.2.4.3,1,0,,,HL_ONLY
20.3.2.5,22.2.2.7,1,0,,,HL_ONLY
20.3.2.5,23.2.2.7,1,0,,,HL_ONLY
20.3.2.5,24.2.2.6,1,0,,,HL_ONLY
20.3.2.6,20.3.2.6,1,1,yellow,,BOTH
20.4.1.1,5.1.1.3,1,1,green,G,BOTH
20.4.1.2,4.1.1.6,1,1,green,G,BOTH
20.4.1.2,5.2.1.1,1,1,green,G,BOTH
20.4.1.2,6.1.2.1,0,1,green,G,MX_ONLY
20.4.1.3,5.4.1.1,1,1,green,G,BOTH
20.5.1.1,9.2.1.1,1,1,green,G,BOTH
20.6.1.1,20.2.1.1,1,1,green,G,BOTH
20.6.1.1,20.2.2.1,1,1,green,G,BOTH
20.6.1.1,20.2.3.2,1,1,green,G,BOTH
20.6.1.1,7.1.1.1,1,1,green,G,BOTH
20.6.1.3,20.2.2.1,1,1,green,G,BOTH
20.6.1.4,7.1.1.7,1,1,green,G,BOTH
20.6.1.4,7.2.6.4,1,1,green,G,BOTH
20.6.1.5,7.4.1.4,0,1,green,G,MX_ONLY
20.6.1.6,7.5.1.1,1,1,green,G,BOTH
20.6.1.7,7.7.1.1,1,1,green,G,BOTH
21.1.1.1,1.3.1.1,1,1,green,G,BOTH
21.1.1.1,2.2.1.1,1,1,green,G,BOTH
21.1.1.1,2.5.1.1,1,1,green,G,BOTH
21.1.1.2,1.3.1.1,1,1,green,G,BOTH
21.1.1.2,2.2.1.1,1,1,green,G,BOTH
21.1.1.2,2.5.1.1,1,1,green,G,BOTH
21.1.1.3,1.2.1.4,1,1,green,G,BOTH
21.1.1.3,1.2.6.1,1,1,green,G,BOTH
21.1.1.3,2.3.1.1,1,1,green,G,BOTH
21.1.2.1,1.2.8.1,1,1,green,G,BOTH
21.1.2.1,10.6.1.1,1,1,yellow,,BOTH
21.1.2.1,10.6.2.4,1,1,yellow,,BOTH
21.1.2.1,11.6.1.1,1,1,yellow,,BOTH
21.1.2.1,11.6.2.4,1,1,yellow,,BOTH
21.1.2.1,12.6.1.1,1,1,yellow,,BOTH
21.1.2.1,12.6.2.4,1,1,yellow,,BOTH
21.1.2.1,13.6.1.1,1,1,yellow,,BOTH
21.1.2.1,13.6.2.4,1,1,yellow,,BOTH
21.1.2.1,14.6.1.1,1,1,yellow,,BOTH
21.1.2.1,14.6.2.4,1,1,yellow,,BOTH
21.1.2.1,15.6.1.1,1,1,yellow,,BOTH
21.1.2.1,15.6.2.4,1,1,yellow,,BOTH
21.1.2.1,16.6.1.1,1,1,yellow,,BOTH
21.1.2.1,16.6.2.4,1,1,yellow,,BOTH
21.1.2.1,21.3.1.1,1,1,yellow,,BOTH
21.1.2.1,21.6.1.2,1,1,yellow,,BOTH
21.1.2.1,22.9.1.1,0,1,yellow,,MX_ONLY
21.1.2.1,22.9.2.4,0,1,yellow,,MX_ONLY
21.1.2.1,23.7.1.1,0,1,yellow,,MX_ONLY
21.1.2.1,24.9.1.1,0,1,yellow,,MX_ONLY
21.1.2.1,39.4.2.1,0,1,yellow,,MX_ONLY
21.1.2.1,39.4.2.11,0,1,yellow,,MX_ONLY
21.1.2.1,40.4.2.1,0,1,yellow,,MX_ONLY
21.1.2.1,40.4.2.11,0,1,yellow,,MX_ONLY
21.1.2.1,42.4.2.1,0,1,yellow,,MX_ONLY
21.1.2.1,42.4.2.11,0,1,yellow,,MX_ONLY
21.1.2.1,43.4.2.1,0,1,yellow,,MX_ONLY
21.1.2.1,43.4.2.11,0,1,yellow,,MX_ONLY
21.1.2.1,44.4.2.1,0,1,yellow,,MX_ONLY
21.1.2.1,44.4.2.11,0,1,yellow,,MX_ONLY
21.1.2.2,10.6.1.1,1,1,yellow,,BOTH
21.1.2.2,11.6.1.1,1,1,yellow,,BOTH
21.1.2.2,12.6.1.1,1,1,yellow,,BOTH
21.1.2.2,13.6.1.1,1,1,yellow,,BOTH
21.1.2.2,14.6.1.1,1,1,yellow,,BOTH
21.1.2.2,15.6.1.1,1,1,yellow,,BOTH
21.1.2.2,16.6.1.1,1,1,yellow,,BOTH
21.1.2.2,21.3.1.1,1,1,yellow,,BOTH
21.1.2.2,22.9.1.1,1,1,yellow,,BOTH
21.1.2.2,23.7.1.1,1,1,yellow,,BOTH
21.1.2.2,24.9.1.1,1,1,yellow,,BOTH
21.2.1.1,1.3.1.5,1,1,green,G,BOTH
21.2.1.1,4.1.1.9,1,1,green,G,BOTH
21.2.1.3,21.3.1.1,1,1,yellow,,BOTH
21.2.1.5,15.6.1.1,1,1,yellow,,BOTH
21.2.1.5,22.9.1.2,1,1,yellow,,BOTH
21.2.1.5,22.9.1.4,1,1,yellow,,BOTH
21.2.1.5,24.9.1.2,1,1,yellow,,BOTH
21.2.1.6,15.6.1.1,1,1,yellow,,BOTH
21.2.1.6,22.9.1.2,1,1,yellow,,BOTH
21.2.1.6,24.9.1.2,1,1,yellow,,BOTH
21.2.1.7,10.6.3.9,1,1,yellow,,BOTH
21.2.1.7,11.6.3.9,1,1,yellow,,BOTH
21.2.1.7,12.6.3.9,1,1,yellow,,BOTH
21.2.1.7,13.6.3.9,1,1,yellow,,BOTH
21.2.1.7,14.6.3.9,1,1,yellow,,BOTH
21.2.1.7,15.6.3.9,1,1,yellow,,BOTH
21.2.1.7,16.6.3.9,1,1,yellow,,BOTH
21.2.1.7,22.9.3.9,1,1,yellow,,BOTH
21.2.1.7,23.7.3.9,1,1,yellow,,BOTH
21.2.1.7,24.9.3.9,1,1,yellow,,BOTH
21.2.1.7,30.2.1.3,1,1,yellow,,BOTH
21.3.1.1,1.2.1.4,0,1,green,G,MX_ONLY
21.3.1.1,1.2.6.1,0,1,green,G,MX_ONLY
21.3.1.1,1.2.6.6,0,1,green,G,MX_ONLY
21.3.1.1,1.3.2.1,0,1,green,G,MX_ONLY
21.3.1.1,10.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,10.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,10.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,10.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,11.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,11.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,11.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,11.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,12.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,12.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,12.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,12.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,13.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,13.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,13.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,13.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,14.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,14.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,14.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,14.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,15.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,15.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,15.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,15.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,16.6.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,16.6.1.4,0,1,yellow,,MX_ONLY
21.3.1.1,16.6.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,16.7.1.5,0,1,yellow,,MX_ONLY
21.3.1.1,20.2.3.1,0,1,yellow,,MX_ONLY
21.3.1.1,21.1.2.1,0,1,yellow,,MX_ONLY
21.3.1.1,21.2.1.3006,0,1,yellow,,MX_ONLY
21.3.1.1,22.9.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,22.9.1.3,1,1,yellow,,BOTH
21.3.1.1,22.9.2.3,0,1,yellow,,MX_ONLY
21.3.1.1,23.7.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,23.7.1.2,1,0,,,HL_ONLY
21.3.1.1,24.9.1.1,0,1,yellow,,MX_ONLY
21.3.1.1,24.9.1.3,1,0,,,HL_ONLY
21.3.1.1,39.4.2.1,0,1,yellow,,MX_ONLY
21.3.1.1,39.4.2.6,0,1,yellow,,MX_ONLY
21.3.1.1,39.4.2.7,0,1,yellow,,MX_ONLY
21.3.1.1,39.4.2.9,0,1,yellow,,MX_ONLY
21.3.1.1,39.5.1.7,0,1,yellow,,MX_ONLY
21.3.1.1,40.4.2.1,0,1,yellow,,MX_ONLY
21.3.1.1,40.4.2.6,0,1,yellow,,MX_ONLY
21.3.1.1,40.4.2.7,0,1,yellow,,MX_ONLY
21.3.1.1,40.4.2.9,0,1,yellow,,MX_ONLY
21.3.1.1,40.5.1.7,0,1,yellow,,MX_ONLY
21.3.1.1,42.4.2.1,0,1,yellow,,MX_ONLY
21.3.1.1,42.4.2.6,0,1,yellow,,MX_ONLY
21.3.1.1,42.4.2.7,0,1,yellow,,MX_ONLY
21.3.1.1,42.4.2.9,0,1,yellow,,MX_ONLY
21.3.1.1,42.5.1.7,0,1,yellow,,MX_ONLY
21.3.1.1,43.4.2.1,0,1,yellow,,MX_ONLY
21.3.1.1,43.4.2.6,0,1,yellow,,MX_ONLY
21.3.1.1,43.4.2.7,0,1,yellow,,MX_ONLY
21.3.1.1,43.4.2.9,0,1,yellow,,MX_ONLY
21.3.1.1,43.5.1.7,0,1,yellow,,MX_ONLY
21.3.1.1,44.4.2.1,0,1,yellow,,MX_ONLY
21.3.1.1,44.4.2.6,0,1,yellow,,MX_ONLY
21.3.1.1,44.4.2.7,0,1,yellow,,MX_ONLY
21.3.1.1,44.4.2.9,0,1,yellow,,MX_ONLY
21.3.1.1,7.2.2.1,0,1,green,G,MX_ONLY
21.3.1.1,7.2.3.1,0,1,green,G,MX_ONLY
21.4.1.2,15.6.1.1,1,1,yellow,,BOTH
21.4.1.2,22.9.1.1,1,1,yellow,,BOTH
21.4.1.2,24.9.1.1,1,1,yellow,,BOTH
21.4.1.6,10.6.3.4,1,1,yellow,,BOTH
21.4.1.6,11.6.3.4,1,1,yellow,,BOTH
21.4.1.6,12.6.3.4,1,1,yellow,,BOTH
21.4.1.6,13.6.3.4,1,1,yellow,,BOTH
21.4.1.6,14.6.3.4,1,1,yellow,,BOTH
21.4.1.6,15.6.3.4,1,1,yellow,,BOTH
21.4.1.6,16.6.3.4,1,1,yellow,,BOTH
21.4.1.6,17.2.1.4,1,1,yellow,,BOTH
21.4.1.6,22.9.3.4,1,1,yellow,,BOTH
21.4.1.6,23.7.3.4,1,1,green,G,BOTH
21.4.1.6,24.9.3.4,1,1,green,G,BOTH
21.4.1.6,7.2.3.1,1,1,green,G,BOTH
21.5.1.1,1.2.2.3,1,1,green,G,BOTH
21.5.1.1,17.2.1.4,1,1,yellow,,BOTH
21.5.1.1,41.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.10,10.6.3.6,1,1,yellow,,BOTH
21.5.1.10,11.6.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,12.6.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,13.6.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,14.6.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,15.6.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,16.6.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,17.2.1.4,0,1,yellow,,MX_ONLY
21.5.1.10,22.9.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,23.7.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,24.9.3.6,0,1,yellow,,MX_ONLY
21.5.1.10,29.2.1.5,0,1,yellow,,MX_ONLY
21.5.1.10,41.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.11,10.6.3.2,1,1,yellow,,BOTH
21.5.1.11,11.6.3.2,1,1,yellow,,BOTH
21.5.1.11,12.6.3.2,1,1,yellow,,BOTH
21.5.1.11,13.6.3.2,1,1,yellow,,BOTH
21.5.1.11,14.6.3.2,1,1,yellow,,BOTH
21.5.1.11,15.6.3.2,1,1,yellow,,BOTH
21.5.1.11,16.6.3.2,1,1,yellow,,BOTH
21.5.1.11,17.2.1.4,1,1,yellow,,BOTH
21.5.1.11,17.4.1.6,1,1,yellow,,BOTH
21.5.1.11,22.9.3.1,1,1,yellow,,BOTH
21.5.1.11,22.9.3.2,1,1,yellow,,BOTH
21.5.1.11,23.7.3.1,1,1,yellow,,BOTH
21.5.1.11,24.9.3.1,0,1,yellow,,MX_ONLY
21.5.1.11,39.4.1.4,0,1,yellow,,MX_ONLY
21.5.1.11,40.4.1.4,0,1,yellow,,MX_ONLY
21.5.1.11,42.4.1.4,0,1,yellow,,MX_ONLY
21.5.1.11,43.4.1.4,0,1,yellow,,MX_ONLY
21.5.1.11,44.4.1.4,0,1,yellow,,MX_ONLY
21.5.1.12,10.6.3.3,1,1,yellow,,BOTH
21.5.1.12,11.6.3.3,1,1,yellow,,BOTH
21.5.1.12,12.6.3.3,1,1,yellow,,BOTH
21.5.1.12,13.6.3.3,1,1,yellow,,BOTH
21.5.1.12,14.6.3.3,1,1,yellow,,BOTH
21.5.1.12,15.6.3.3,1,1,yellow,,BOTH
21.5.1.12,16.6.3.3,1,1,yellow,,BOTH
21.5.1.12,17.4.1.6,1,1,yellow,,BOTH
21.5.1.12,22.9.3.3,1,1,yellow,,BOTH
21.5.1.12,23.7.3.3,1,1,yellow,,BOTH
21.5.1.12,24.9.3.3,1,1,yellow,,BOTH
21.5.1.12,39.4.1.5,0,1,yellow,,MX_ONLY
21.5.1.12,40.4.1.5,0,1,yellow,,MX_ONLY
21.5.1.12,42.4.1.5,0,1,yellow,,MX_ONLY
21.5.1.12,43.4.1.5,0,1,yellow,,MX_ONLY
21.5.1.12,44.4.1.5,0,1,yellow,,MX_ONLY
21.5.1.3,7.5.1.1,1,1,green,G,BOTH
21.5.1.6,10.6.3.9,1,1,yellow,,BOTH
21.5.1.6,11.6.3.9,1,1,yellow,,BOTH
21.5.1.6,12.6.3.9,1,1,yellow,,BOTH
21.5.1.6,13.6.3.9,1,1,yellow,,BOTH
21.5.1.6,14.6.3.9,1,1,yellow,,BOTH
21.5.1.6,15.6.3.9,1,1,yellow,,BOTH
21.5.1.6,16.6.3.9,1,1,yellow,,BOTH
21.5.1.6,17.2.1.4,1,1,yellow,,BOTH
21.5.1.6,22.9.3.9,1,1,yellow,,BOTH
21.5.1.6,23.7.3.9,1,1,yellow,,BOTH
21.5.1.6,24.9.3.9,1,1,yellow,,BOTH
21.5.1.6,41.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.7,17.2.1.4,1,1,yellow,,BOTH
21.5.1.7,39.4.1.11,0,1,yellow,,MX_ONLY
21.5.1.7,40.4.1.11,0,1,yellow,,MX_ONLY
21.5.1.7,41.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.7,42.4.1.11,0,1,yellow,,MX_ONLY
21.5.1.7,43.4.1.11,0,1,yellow,,MX_ONLY
21.5.1.7,44.4.1.11,0,1,yellow,,MX_ONLY
21.5.1.7,6.1.1.1,1,1,green,G,BOTH
21.5.1.8,10.6.3.5,1,1,yellow,,BOTH
21.5.1.8,11.6.3.5,1,1,yellow,,BOTH
21.5.1.8,12.6.3.5,1,1,yellow,,BOTH
21.5.1.8,13.6.3.5,1,1,yellow,,BOTH
21.5.1.8,14.6.3.5,1,1,yellow,,BOTH
21.5.1.8,15.6.3.5,1,1,yellow,,BOTH
21.5.1.8,16.6.3.5,1,1,yellow,,BOTH
21.5.1.8,17.2.1.4,1,1,yellow,,BOTH
21.5.1.8,22.9.3.5,1,1,yellow,,BOTH
21.5.1.8,23.7.3.5,1,1,yellow,,BOTH
21.5.1.8,24.9.3.5,0,1,yellow,,MX_ONLY
21.5.1.8,39.4.1.7,0,1,yellow,,MX_ONLY
21.5.1.8,39.4.1.9,0,1,yellow,,MX_ONLY
21.5.1.8,40.4.1.7,0,1,yellow,,MX_ONLY
21.5.1.8,40.4.1.9,0,1,yellow,,MX_ONLY
21.5.1.8,41.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.8,42.4.1.7,0,1,yellow,,MX_ONLY
21.5.1.8,42.4.1.9,0,1,yellow,,MX_ONLY
21.5.1.8,43.4.1.7,0,1,yellow,,MX_ONLY
21.5.1.8,44.4.1.7,0,1,yellow,,MX_ONLY
21.5.1.8,44.4.1.9,0,1,yellow,,MX_ONLY
21.5.1.9,10.6.3.8,1,1,yellow,,BOTH
21.5.1.9,11.6.3.8,1,1,yellow,,BOTH
21.5.1.9,12.6.3.8,1,1,yellow,,BOTH
21.5.1.9,13.6.3.8,1,1,yellow,,BOTH
21.5.1.9,14.6.3.8,1,1,yellow,,BOTH
21.5.1.9,15.6.3.8,1,1,yellow,,BOTH
21.5.1.9,16.6.3.8,1,1,yellow,,BOTH
21.5.1.9,17.2.1.10,0,1,yellow,,MX_ONLY
21.5.1.9,22.9.3.8,1,1,yellow,,BOTH
21.5.1.9,23.7.3.8,0,1,yellow,,MX_ONLY
21.5.1.9,24.9.3.8,0,1,yellow,,MX_ONLY
21.5.1.9,39.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.9,39.4.1.8,0,1,yellow,,MX_ONLY
21.5.1.9,40.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.9,40.4.1.8,0,1,yellow,,MX_ONLY
21.5.1.9,41.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.9,42.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.9,42.4.1.8,0,1,yellow,,MX_ONLY
21.5.1.9,43.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.9,43.4.1.8,0,1,yellow,,MX_ONLY
21.5.1.9,44.4.1.2,0,1,yellow,,MX_ONLY
21.5.1.9,44.4.1.8,0,1,yellow,,MX_ONLY
21.6.1.1,10.6.2.5,1,1,yellow,,BOTH
21.6.1.1,11.6.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,13.6.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,14.6.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,15.6.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,16.6.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,2.6.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,21.9.1.2,0,1,yellow,,MX_ONLY
21.6.1.1,22.9.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,23.7.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,24.9.2.5,0,1,yellow,,MX_ONLY
21.6.1.1,39.4.2.13,0,1,yellow,,MX_ONLY
21.6.1.1,39.4.2.14,0,1,yellow,,MX_ONLY
21.6.1.1,40.4.2.13,0,1,yellow,,MX_ONLY
21.6.1.1,40.4.2.14,0,1,yellow,,MX_ONLY
21.6.1.1,42.4.2.13,0,1,yellow,,MX_ONLY
21.6.1.1,42.4.2.14,0,1,yellow,,MX_ONLY
21.6.1.1,44.4.2.13,0,1,yellow,,MX_ONLY
21.6.1.1,44.4.2.14,0,1,yellow,,MX_ONLY
21.6.1.1,8.2.2.1,1,1,yellow,,BOTH
21.6.1.4,8.2.1.5,1,1,green,G,BOTH
21.7.1.1,5.1.1.3,1,1,green,G,BOTH
21.7.1.2,5.2.1.1,1,1,green,G,BOTH
21.7.1.2,6.1.2.1,0,1,green,G,MX_ONLY
21.7.1.3,5.4.1.1,1,1,green,G,BOTH
21.8.1.1,9.2.1.1,1,1,green,G,BOTH
21.9.1.1,7.1.1.1,1,1,green,G,BOTH
21.9.1.2,10.6.2.5,1,1,yellow,,BOTH
21.9.1.2,11.6.2.5,0,1,yellow,,MX_ONLY
21.9.1.2,13.6.2.5,0,1,yellow,,MX_ONLY
21.9.1.2,14.6.2.5,0,1,yellow,,MX_ONLY
21.9.1.2,15.6.2.5,0,1,yellow,,MX_ONLY
21.9.1.2,16.6.2.5,0,1,yellow,,MX_ONLY
21.9.1.2,2.6.2.5,0,1,yellow,,MX_ONLY
21.9.1.2,21.6.1.1,0,1,yellow,,MX_ONLY
21.9.1.2,39.4.2.11,0,1,yellow,,MX_ONLY
21.9.1.2,39.4.2.13,0,1,yellow,,MX_ONLY
21.9.1.2,39.4.2.14,0,1,yellow,,MX_ONLY
21.9.1.2,40.4.2.11,0,1,yellow,,MX_ONLY
21.9.1.2,40.4.2.13,0,1,yellow,,MX_ONLY
21.9.1.2,40.4.2.14,0,1,yellow,,MX_ONLY
21.9.1.2,42.4.2.11,0,1,yellow,,MX_ONLY
21.9.1.2,42.4.2.13,0,1,yellow,,MX_ONLY
21.9.1.2,42.4.2.14,0,1,yellow,,MX_ONLY
21.9.1.2,43.4.2.11,0,1,yellow,,MX_ONLY
21.9.1.2,43.4.2.13,0,1,yellow,,MX_ONLY
21.9.1.2,43.4.2.14,0,1,yellow,,MX_ONLY
21.9.1.2,44.4.2.11,0,1,yellow,,MX_ONLY
21.9.1.2,44.4.2.13,0,1,yellow,,MX_ONLY
21.9.1.2,44.4.2.14,0,1,yellow,,MX_ONLY
21.9.1.2,7.1.1.7,1,0,,,HL_ONLY
21.9.1.2,7.2.6.4,1,1,green,G,BOTH
21.9.1.3,7.4.1.4,0,1,green,G,MX_ONLY
21.9.1.3,7.5.1.1,1,1,green,G,BOTH
21.9.1.4,7.5.1.1,1,1,green,G,BOTH
21.9.1.5,7.7.1.1,1,1,green,G,BOTH
22.1.1.1,1.2.7.2,1,1,green,G,BOTH
22.1.1.1,2.2.1.1,1,1,green,G,BOTH
22.1.1.1,2.5.1.1,1,1,green,G,BOTH
22.1.1.2,2.2.1.1,1,1,green,G,BOTH
22.1.1.2,2.5.1.1,1,1,green,G,BOTH
22.1.1.2,22.6.2.2,1,1,yellow,,BOTH
22.1.1.2,22.9.1.1,1,1,yellow,,BOTH
22.1.1.2,22.9.1.4,1,1,yellow,,BOTH
22.1.1.2,22.9.2.1,1,1,yellow,,BOTH
22.1.1.3,22.8.1.3,1,1,yellow,,BOTH
